,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.42,0.93,0.25,0.62,0.15,0.3,0.18,0.06
chaperon.csv,0.19,0.0,1.0,0.0,0.02,0.01,0.08,0.05
forester-atv.csv,0.96,0.1,0.25,0.06,0.13,0.08,0.15,0.2
gephex.csv,0.38,0.78,0.0,0.75,0.6,0.97,0.05,0.2
pokenetonline.csv,0.85,0.22,0.5,0.69,1.0,0.39,0.48,0.48
primefaces.csv,0.42,0.9,0.75,0.88,0.87,0.73,1.0,0.42
rcp-company-uibindings.csv,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yarp0.csv,0.77,0.3,0.5,1.0,0.55,0.17,0.48,0.33
