,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.52,0.45,0.48,0.59,0.57
chrysalis.csv,0.8,0.62,0.83,0.88,0.68
mobicents.csv,0.68,0.52,0.56,0.94,0.7
snakeyaml.csv,0.47,0.57,0.96,0.87,0.7
xamj.csv,0.43,0.53,0.46,0.82,0.66
