,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.38,0.99,0.49,0.33,0.53,0.32,0.4,0.34,0.53,0.46
bibedt.csv,0.7,0.3,0.48,0.35,0.1,0.65,1.0,0.66,0.38,0.63
cascading.csv,0.18,0.47,0.54,0.71,0.0,0.63,0.63,0.62,1.0,0.38
firebreath.csv,0.66,0.09,1.0,0.65,0.43,0.51,0.66,0.68,0.57,0.49
fritzing.csv,1.0,0.62,0.58,0.45,0.38,0.58,0.12,0.67,0.47,0.63
httpcontentparser.csv,0.43,0.51,0.1,0.0,0.28,1.0,0.23,0.06,0.1,0.31
mpgravity.csv,0.58,0.52,0.54,0.74,1.0,0.69,0.52,0.71,0.36,0.58
patterntesting.csv,0.66,0.54,0.63,1.0,0.2,0.74,0.78,0.78,0.59,0.68
roller.csv,0.54,0.47,0.61,0.66,0.36,0.6,0.53,1.0,0.49,0.63
xfce.csv,0.65,0.57,0.6,0.56,0.37,0.4,0.57,0.38,0.59,0.98
