,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.44,1.0,0.5,0.4,0.67,0.3,0.4,0.4,0.58,0.45
bibedt.csv,0.68,0.26,0.43,0.3,0.08,0.75,1.0,0.64,0.33,0.64
cascading.csv,0.15,0.44,0.53,0.73,0.0,0.6,0.9,0.64,1.0,0.33
firebreath.csv,0.9,0.89,1.0,0.63,0.42,0.5,0.8,0.73,0.61,0.92
fritzing.csv,1.0,0.7,0.55,0.4,0.33,0.7,0.1,0.69,0.44,0.72
httpcontentparser.csv,0.4,0.57,0.08,0.0,0.25,1.0,0.2,0.05,0.08,0.28
mpgravity.csv,0.58,0.67,0.5,0.73,1.0,0.7,0.5,0.73,0.32,0.64
patterntesting.csv,0.68,0.59,0.62,1.0,0.17,0.85,0.8,0.84,0.59,0.67
roller.csv,0.56,0.46,0.62,0.63,0.33,0.75,0.5,1.0,0.46,0.79
xfce.csv,0.83,0.78,0.7,0.87,0.75,0.75,0.8,0.68,0.77,0.98
