,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.43,0.76,0.28,0.26,0.36,0.3,0.57,0.43,0.31,0.62,0.24,0.55,0.82
freewrl.csv,0.96,0.95,0.94,0.61,0.91,0.81,0.82,0.85,0.92,0.69,0.82,0.91,0.97
fulguro.csv,0.46,0.11,0.0,0.97,0.27,0.48,0.01,0.39,0.92,0.88,0.97,0.36,0.0
google-web-toolkit.csv,0.57,0.16,0.22,0.71,0.64,0.22,0.69,0.57,0.46,0.88,0.91,0.55,0.68
jcache.csv,1.0,0.98,0.75,0.66,1.0,0.85,0.76,0.95,0.85,0.23,1.0,0.82,0.8
jstock.csv,0.5,0.17,0.03,0.42,0.73,0.63,0.44,0.54,0.92,0.23,0.79,0.55,0.28
mimosa.csv,0.93,0.98,0.97,0.79,0.82,0.85,0.74,0.9,1.0,0.88,0.71,0.73,0.67
miranda.csv,0.57,0.34,0.03,0.03,0.0,0.0,0.08,0.39,0.0,0.19,0.41,0.45,0.78
ns-3-dev-def-routing.csv,0.32,0.93,0.94,0.79,0.73,0.11,0.51,0.6,0.31,0.73,0.47,0.45,0.87
ossbuild.csv,0.64,0.62,0.75,0.18,0.55,0.59,0.47,0.7,0.38,0.19,0.29,0.82,0.61
qtractor.csv,0.79,0.8,0.94,0.71,0.82,0.0,0.48,0.76,0.46,0.38,0.5,0.82,0.83
quarkplayer.csv,0.14,0.15,0.38,0.66,0.73,0.0,0.23,0.26,0.0,0.38,0.38,0.18,0.15
synergyspace.csv,0.25,0.6,0.72,0.66,0.73,0.07,0.54,0.4,0.46,0.62,0.44,0.09,0.07
