,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.72,0.58,0.65,0.61,0.69,0.88,0.44,0.5,0.58,0.86,0.57,0.03,0.58,0.59,0.67,0.59,0.65,0.56,0.57,0.96
arcallians.csv,0.64,0.55,0.62,0.34,0.07,0.65,0.98,0.49,0.68,0.73,0.57,0.69,0.51,0.55,0.63,0.46,0.58,0.54,0.51,0.77
arianne.csv,0.03,0.83,0.72,0.71,0.64,0.51,0.64,0.56,0.65,0.69,0.7,0.81,0.73,0.76,0.57,0.74,0.68,0.62,0.61,0.59
aztec.csv,0.85,0.9,0.77,0.92,0.93,0.08,0.82,0.92,0.75,0.69,1.08,0.62,0.81,0.84,0.95,0.64,1.08,0.86,0.85,0.47
biopax.csv,0.64,0.69,0.96,0.63,0.66,0.55,1.0,0.98,0.81,0.75,0.94,0.8,0.77,0.72,1.0,0.05,1.0,0.98,0.77,0.43
bl-toolkit.csv,0.68,0.65,0.02,0.35,0.54,0.8,0.88,0.59,0.69,0.67,0.74,0.89,0.67,0.58,0.77,0.55,0.78,0.64,0.49,0.51
clamav.csv,0.7,0.55,0.68,0.63,0.67,0.6,1.02,0.51,0.66,0.0,0.67,0.62,0.59,0.66,0.68,0.6,0.57,0.65,0.78,0.54
crux-framework.csv,1.0,1.0,1.0,0.96,1.0,0.96,1.0,1.0,0.98,1.0,1.0,1.0,0.98,0.99,1.0,1.0,0.0,1.0,0.95,1.0
gnupdate.csv,0.76,0.72,0.88,0.53,0.5,0.84,0.69,0.85,0.66,0.76,0.05,0.66,0.58,0.65,0.73,0.63,0.59,0.58,0.72,0.84
jmule.csv,0.64,0.69,0.51,0.3,0.54,0.72,0.97,0.56,0.63,0.66,0.38,0.69,0.55,0.58,0.72,0.34,0.47,0.59,0.35,0.03
mbse.csv,0.82,0.75,0.88,0.92,0.69,0.73,0.6,0.14,0.65,0.83,0.66,0.74,0.67,0.67,0.64,1.13,0.5,0.6,0.73,0.95
mplayer-ce.csv,0.92,0.91,0.96,0.9,0.94,0.92,0.94,0.91,0.91,0.95,0.99,0.86,0.7,0.91,0.04,0.99,0.82,0.53,0.97,0.84
ng4j.csv,0.79,0.88,0.66,0.34,0.83,0.97,0.7,0.53,0.61,0.83,0.4,0.67,0.6,0.57,0.66,0.65,0.56,0.62,0.2,1.0
ns-3-dev-def-routing.csv,0.8,0.65,0.81,0.66,0.5,0.5,0.82,0.93,0.89,0.76,0.55,0.74,0.75,0.06,0.74,0.77,0.44,0.69,0.7,1.0
openxava.csv,0.84,0.79,0.9,0.99,1.04,0.97,0.01,0.87,0.68,0.86,0.93,0.83,0.75,0.82,0.85,0.87,0.65,0.8,0.83,0.89
phonon-vlc-mplayer.csv,0.71,0.84,0.96,0.04,0.93,0.31,0.59,0.68,0.56,0.89,0.71,0.69,0.51,0.72,0.59,0.58,0.62,0.74,0.77,0.41
qgis.csv,0.63,0.02,0.73,0.48,0.54,0.69,0.7,0.67,0.57,0.67,0.63,0.59,0.68,0.59,0.67,0.83,0.7,0.6,0.58,0.71
vars-redux.csv,0.81,0.94,0.84,0.99,0.75,0.8,0.6,0.62,0.0,0.91,0.9,0.83,0.62,0.96,0.81,0.75,0.71,0.54,0.77,0.68
xamj.csv,0.93,0.95,0.96,0.99,0.92,0.97,0.35,0.97,0.9,0.95,1.0,0.97,0.7,0.87,0.88,1.0,0.81,0.04,0.98,1.01
yafdotnet.csv,0.69,0.79,0.74,0.62,0.9,0.83,0.42,0.77,0.57,0.98,0.76,0.77,0.02,0.64,0.79,0.64,0.58,0.53,0.74,0.7
