,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.51,0.69,0.86,0.32,0.82,0.15,0.2,0.39,0.51,0.43,0.26,0.98,0.5,0.47,0.49,0.97,0.04,0.39,0.5,1.0
arcallians.csv,0.63,0.59,0.74,0.54,1.0,0.14,0.1,0.4,0.44,0.46,0.43,0.68,0.57,0.51,0.56,0.93,0.05,0.41,0.44,0.55
arianne.csv,1.0,0.43,0.72,0.27,0.6,0.16,0.13,0.34,0.46,0.4,0.19,0.55,0.41,0.36,0.56,0.76,0.03,0.36,0.31,0.53
aztec.csv,0.47,0.6,0.86,0.21,0.35,0.92,0.09,0.33,0.4,0.38,0.04,0.7,0.34,0.48,0.41,0.84,0.0,0.21,0.17,0.81
biopax.csv,0.57,0.55,0.69,0.35,0.58,0.11,0.11,0.25,0.47,0.38,0.2,0.65,0.45,0.44,0.45,0.99,0.03,0.3,0.27,0.63
bl-toolkit.csv,0.58,0.54,1.0,0.5,0.73,0.12,0.1,0.36,0.44,0.39,0.22,0.59,0.44,0.48,0.45,0.88,0.02,0.38,0.48,0.8
clamav.csv,0.51,0.59,0.81,0.32,0.55,0.1,0.07,0.36,0.46,1.0,0.24,0.71,0.52,0.43,0.47,0.84,0.04,0.34,0.29,0.58
crux-framework.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0
gnupdate.csv,0.53,0.48,0.86,0.75,0.65,0.13,0.83,0.53,0.45,0.33,0.95,0.71,0.54,0.48,0.55,1.0,0.04,0.48,0.26,0.57
jmule.csv,0.56,0.51,0.84,0.63,0.67,0.13,0.08,0.48,0.49,0.64,0.38,0.71,0.53,0.47,0.44,0.98,0.06,0.37,0.56,0.96
mbse.csv,0.43,0.48,0.63,0.22,0.53,0.12,0.15,0.98,0.46,0.32,0.23,0.62,0.44,0.41,0.51,0.63,0.05,0.57,0.24,0.35
mplayer-ce.csv,0.48,0.47,0.67,0.27,0.47,0.07,0.1,0.23,0.39,0.31,0.17,0.62,0.43,0.36,0.99,0.72,0.03,0.41,0.21,0.45
ng4j.csv,0.57,0.46,0.94,0.62,0.54,0.05,0.11,0.46,0.49,0.33,0.45,0.71,0.56,0.49,0.49,0.81,0.04,0.36,1.0,0.44
ns-3-dev-def-routing.csv,0.49,0.61,0.62,0.39,0.65,0.18,0.19,0.25,0.3,0.33,0.26,0.61,0.39,1.0,0.45,0.75,0.06,0.42,0.32,0.0
openxava.csv,0.46,0.48,0.63,0.16,0.32,0.05,0.94,0.25,0.44,0.35,0.16,0.63,0.42,0.35,0.42,0.73,0.03,0.28,0.26,0.43
phonon-vlc-mplayer.csv,0.51,0.5,0.68,0.99,0.53,0.25,0.16,0.35,0.53,0.36,0.2,0.71,0.57,0.39,0.57,0.84,0.03,0.31,0.24,0.75
qgis.csv,0.61,0.98,0.69,0.41,0.7,0.13,0.12,0.3,0.52,0.42,0.22,0.71,0.48,0.48,0.48,0.71,0.04,0.36,0.47,0.78
vars-redux.csv,0.61,0.62,0.89,0.14,0.92,0.14,0.14,0.43,1.0,0.33,0.5,0.78,0.61,0.43,0.4,1.0,0.04,0.42,0.31,0.67
xamj.csv,0.5,0.47,0.69,0.19,0.5,0.07,0.34,0.25,0.32,0.35,0.17,0.62,0.44,0.37,0.44,0.76,0.02,1.0,0.25,0.42
yafdotnet.csv,0.51,0.47,0.69,0.32,0.53,0.06,0.21,0.25,0.51,0.28,0.19,0.61,0.99,0.44,0.45,0.85,0.04,0.45,0.24,0.51
