,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.4,0.49,0.41,0.58,0.37,0.15,0.76,0.62,0.68,0.18,0.6,0.99,0.66,0.63,0.61,0.46,0.73,0.67,0.5,0.05
arcallians.csv,0.44,0.63,0.57,0.75,0.94,0.43,0.09,0.63,0.55,0.34,0.5,0.43,0.61,0.6,0.48,0.6,0.78,0.62,0.58,0.29
arianne.csv,0.98,0.48,0.61,0.54,0.68,0.58,0.52,0.59,0.6,0.44,0.53,0.31,0.54,0.49,0.57,0.46,0.59,0.53,0.59,0.63
aztec.csv,0.48,0.13,0.28,0.11,0.32,0.93,0.49,0.1,0.49,0.47,0.12,0.51,0.32,0.2,0.06,0.48,0.0,0.34,0.28,0.59
biopax.csv,0.66,0.65,0.21,0.71,0.66,0.62,0.0,0.09,0.53,0.58,0.24,0.53,0.57,0.62,0.0,0.99,0.0,0.09,0.56,0.75
bl-toolkit.csv,0.41,0.62,0.98,0.8,0.54,0.25,0.43,0.52,0.56,0.47,0.6,0.4,0.54,0.68,0.55,0.54,0.36,0.48,0.59,0.55
clamav.csv,0.48,0.63,0.39,0.55,0.52,0.6,0.25,0.68,0.51,1.0,0.44,0.51,0.55,0.57,0.49,0.53,0.64,0.53,0.29,0.59
crux-framework.csv,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1.0,0.0,0.06,0.0
gnupdate.csv,0.32,0.46,0.15,0.53,0.69,0.2,0.36,0.18,0.57,0.38,0.96,0.44,0.55,0.45,0.33,0.42,0.63,0.5,0.43,0.2
jmule.csv,0.5,0.59,0.57,0.77,0.57,0.33,0.27,0.51,0.65,0.4,0.74,0.39,0.62,0.62,0.5,0.7,0.85,0.62,0.72,0.99
mbse.csv,0.44,0.54,0.44,0.39,0.53,0.33,0.69,0.88,0.6,0.49,0.65,0.54,0.53,0.54,0.53,0.0,0.66,0.46,0.43,0.38
mplayer-ce.csv,0.34,0.34,0.2,0.37,0.32,0.31,0.29,0.36,0.37,0.28,0.09,0.44,0.56,0.37,0.97,0.19,0.52,0.66,0.25,0.47
ng4j.csv,0.27,0.43,0.39,0.73,0.5,0.34,0.5,0.55,0.65,0.49,0.68,0.43,0.49,0.59,0.54,0.57,0.64,0.54,0.83,0.0
ns-3-dev-def-routing.csv,0.29,0.44,0.41,0.42,0.71,0.58,0.23,0.3,0.17,0.51,0.69,0.49,0.45,0.95,0.55,0.41,0.68,0.37,0.39,0.0
openxava.csv,0.48,0.53,0.42,0.34,0.3,0.32,1.0,0.42,0.55,0.46,0.36,0.49,0.56,0.49,0.47,0.45,0.61,0.51,0.5,0.41
phonon-vlc-mplayer.csv,0.57,0.47,0.2,0.97,0.3,0.76,0.75,0.39,0.59,0.37,0.59,0.4,0.62,0.55,0.54,0.56,0.62,0.57,0.52,0.65
qgis.csv,0.47,1.0,0.43,0.67,0.55,0.37,0.61,0.67,0.63,0.44,0.55,0.56,0.43,0.56,0.5,0.42,0.68,0.62,0.5,0.34
vars-redux.csv,0.24,0.07,0.19,0.01,0.29,0.25,0.57,0.45,1.0,0.12,0.12,0.21,0.45,0.05,0.29,0.29,0.37,0.6,0.29,0.38
xamj.csv,0.27,0.24,0.21,0.3,0.34,0.13,0.72,0.13,0.41,0.24,0.05,0.13,0.59,0.44,0.4,0.0,0.51,0.97,0.09,0.0
yafdotnet.csv,0.5,0.52,0.54,0.53,0.35,0.49,0.73,0.55,0.66,0.27,0.55,0.52,0.98,0.59,0.54,0.45,0.63,0.59,0.46,0.64
