,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.49,0.49,0.51,0.31,0.97,0.28,0.74,0.45,0.65,0.43,0.17,0.0,0.61
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06
gisgraphy.csv,0.0,0.29,0.35,0.48,0.2,0.27,0.0,0.62,0.0,0.26,0.29,0.0,0.96
jaxen.csv,0.0,0.0,0.23,0.22,0.1,0.0,0.0,1.0,0.0,0.18,0.0,0.0,0.06
jvcl.csv,0.0,0.0,0.95,0.3,0.33,0.12,0.21,0.22,0.0,0.44,0.0,0.0,0.69
m-m-m.csv,0.54,0.73,0.44,0.68,0.52,1.0,0.62,0.09,0.36,0.67,0.53,0.7,0.45
motu.csv,0.0,0.0,0.07,0.0,0.1,0.1,0.98,0.45,0.0,0.93,0.0,0.99,0.11
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0
sarasvati.csv,0.53,0.0,0.0,0.93,0.0,0.0,0.96,0.0,0.0,0.1,0.13,1.0,0.0
wgs-assembler.csv,0.96,0.76,0.07,0.11,0.2,0.17,0.75,0.45,0.36,0.41,0.23,0.0,0.4
zabbix.csv,0.32,0.67,0.17,0.57,0.57,0.0,0.68,0.72,0.33,0.52,1.0,0.0,0.67
