,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.43,0.47,0.4,0.34,0.35,0.47,0.45,0.39,0.59,0.46,0.43,0.51,0.5,0.35,0.38,0.44,0.36
cubefs.csv,0.45,0.52,0.39,0.35,0.52,0.53,0.53,0.38,0.46,0.49,0.49,0.59,0.41,0.47,0.32,0.37,0.35
gwanted.csv,0.85,0.98,0.93,0.8,0.41,0.91,0.53,0.73,0.57,0.93,0.55,0.85,0.75,0.5,0.5,0.9,0.58
iaml.csv,0.43,0.58,0.43,0.41,0.43,0.53,0.55,0.52,0.57,0.67,0.65,0.84,0.43,0.43,0.5,0.68,0.36
java-gnome.csv,0.54,0.6,0.45,0.33,0.38,0.59,0.7,0.54,0.52,0.48,0.52,0.42,0.69,0.89,0.37,0.62,0.77
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.42,0.64,0.45,0.49,0.41,0.52,0.46,0.42,0.56,0.45,0.56,0.4,0.39,0.59,0.35,0.5,0.43
orc.csv,0.51,0.92,0.8,0.92,0.93,0.45,0.47,0.83,0.8,0.82,0.54,0.5,0.91,0.91,0.71,0.92,0.88
plato.csv,0.47,0.55,0.44,0.31,0.0,0.47,0.45,0.44,0.46,0.46,0.62,0.77,0.39,0.4,0.35,0.44,0.42
rodin-b-sharp.csv,0.55,0.99,0.63,0.74,0.42,0.74,0.8,0.68,0.62,0.96,0.95,0.52,0.56,0.75,0.55,0.71,0.82
ta3d.csv,0.41,0.55,0.41,0.36,0.41,0.42,0.55,0.44,0.51,0.44,0.62,0.67,0.37,0.44,0.4,0.5,0.43
tycho.csv,0.53,0.68,0.7,0.45,0.39,0.57,0.63,0.58,0.6,0.61,0.5,0.45,0.87,0.58,0.4,0.53,0.52
umber.csv,0.65,0.85,0.8,0.6,0.38,0.67,0.56,0.63,0.58,0.71,0.8,0.42,0.58,0.75,0.5,0.44,0.7
vienna-add-in.csv,0.4,0.58,0.38,0.33,0.37,0.52,0.55,0.51,0.47,0.48,0.41,0.68,0.36,0.56,0.59,0.42,0.39
wpdev.csv,0.34,0.49,0.39,0.29,0.38,0.4,0.41,0.38,0.39,0.4,0.41,0.38,0.35,0.39,0.33,0.34,0.4
