,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.38,0.54,0.87,0.14,0.17,0.49,0.7,0.57,0.53,0.3,0.71,0.76,0.07,0.64,0.14,0.99,0.76
cubefs.csv,0.71,0.52,0.73,0.18,0.0,0.63,0.39,0.5,0.57,0.25,1.0,0.41,0.0,0.69,0.1,0.71,0.77
gwanted.csv,0.1,0.2,0.34,0.1,0.19,0.34,0.46,0.51,0.58,0.98,0.42,0.34,0.0,0.05,0.06,0.22,0.38
iaml.csv,0.24,0.44,0.65,0.2,0.33,0.62,0.59,0.37,0.99,0.28,0.43,0.29,0.06,0.6,0.12,0.4,0.63
java-gnome.csv,0.6,0.47,0.91,0.18,0.16,0.36,0.35,0.59,0.46,0.32,0.64,1.0,0.12,0.26,0.09,0.55,0.42
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.01,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.42,0.96,0.82,0.19,0.2,0.75,0.89,0.53,0.59,0.28,0.61,0.87,0.04,0.56,0.1,0.64,0.78
orc.csv,0.06,0.05,0.07,0.86,0.0,0.63,0.87,0.32,0.5,0.2,0.6,0.07,0.17,0.22,0.0,0.36,0.39
plato.csv,0.16,0.48,0.9,0.18,0.0,0.72,1.0,0.54,0.71,0.31,0.62,0.41,0.0,0.7,0.1,0.75,0.8
rodin-b-sharp.csv,0.72,0.22,0.72,0.17,0.19,0.43,0.35,0.98,0.39,0.23,0.33,0.81,0.08,0.1,0.06,0.41,0.35
ta3d.csv,0.46,0.53,0.81,0.18,0.19,0.65,0.55,0.44,0.65,0.34,0.66,0.4,0.05,0.65,0.09,0.67,1.0
tycho.csv,0.6,0.43,0.6,0.22,0.17,0.51,0.7,0.52,0.53,0.2,0.72,0.83,0.12,0.97,0.12,0.58,0.62
umber.csv,0.94,0.33,0.62,0.24,0.16,0.65,0.77,0.44,0.51,0.29,0.48,0.9,0.07,0.39,0.11,0.7,0.58
vienna-add-in.csv,0.49,0.5,0.93,0.18,0.17,0.99,0.48,0.49,0.49,0.24,0.72,0.43,0.0,0.63,0.07,0.62,0.77
wpdev.csv,0.41,0.53,1.0,0.19,0.16,0.8,0.9,0.53,0.71,0.29,0.82,0.88,0.03,0.69,0.09,0.78,0.8
