,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.63,0.93,0.78,0.62,1.0,0.4,0.6,0.84,0.45,0.64,0.71,0.65,1.0,0.63,1.0,0.98,0.77
cubefs.csv,0.89,0.61,0.57,0.69,0.0,0.51,0.26,0.67,0.6,0.46,1.0,0.28,0.0,0.66,1.0,0.66,0.83
gwanted.csv,0.11,0.12,0.2,0.06,0.67,0.22,0.31,0.44,0.57,1.0,0.3,0.21,0.0,0.03,0.33,0.12,0.26
iaml.csv,0.42,0.54,0.49,0.69,1.0,0.58,0.45,0.47,0.99,0.46,0.31,0.19,1.0,0.66,0.67,0.28,0.57
java-gnome.csv,0.68,0.75,0.84,0.81,1.0,0.27,0.21,0.69,0.42,0.5,0.53,1.0,1.0,0.2,0.67,0.44,0.29
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.79,0.94,0.71,0.56,1.0,0.8,0.93,0.91,0.59,0.86,0.55,0.96,1.0,0.57,1.0,0.64,0.86
orc.csv,0.11,0.03,0.04,0.75,0.0,0.67,0.9,0.34,0.4,0.36,0.55,0.04,1.0,0.14,0.0,0.25,0.29
plato.csv,0.26,0.82,0.83,0.88,0.0,0.78,1.0,0.9,0.87,0.93,0.56,0.32,0.0,0.97,1.0,0.83,0.97
rodin-b-sharp.csv,0.74,0.15,0.57,0.31,1.0,0.3,0.21,0.97,0.32,0.21,0.21,0.72,1.0,0.06,0.33,0.31,0.26
ta3d.csv,0.95,0.73,0.69,0.81,0.67,0.6,0.4,0.67,0.71,0.89,0.62,0.28,1.0,0.83,0.67,0.61,1.0
tycho.csv,0.89,0.51,0.43,0.69,1.0,0.41,0.57,0.66,0.49,0.32,0.75,0.77,1.0,0.94,1.0,0.53,0.57
umber.csv,0.89,0.34,0.46,0.56,1.0,0.55,0.71,0.54,0.49,0.46,0.36,0.96,1.0,0.29,0.67,0.78,0.51
vienna-add-in.csv,0.89,0.56,0.88,0.81,0.67,0.99,0.36,0.59,0.48,0.5,0.7,0.3,0.0,0.69,0.33,0.62,0.89
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.96,1.0,1.0,1.0,1.0,0.94,1.0,0.94,0.97
