,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.69,0.82,0.55,0.91,0.94,0.75,0.64,0.65,0.64,0.65,0.76,0.43,0.46,0.57,0.62,0.02,0.61
cubefs.csv,0.24,0.56,0.43,0.75,1.09,0.54,0.89,0.67,0.77,0.71,0.0,0.81,1.1,0.47,0.95,0.49,0.71
gwanted.csv,0.95,0.88,0.8,0.94,0.62,0.79,0.73,0.58,0.68,0.01,0.76,0.79,1.0,0.97,0.8,0.88,0.77
iaml.csv,0.92,0.68,0.72,0.66,0.38,0.72,0.66,0.8,0.01,0.66,0.75,0.95,0.58,0.76,0.57,0.75,0.66
java-gnome.csv,0.37,0.84,1.01,0.83,1.0,0.84,0.8,0.49,0.78,0.6,0.57,0.0,0.25,0.89,0.73,0.62,0.74
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
mvdsv.csv,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openwbem.csv,0.7,0.06,1.04,0.67,0.76,0.69,0.88,0.86,0.69,0.87,0.72,0.94,0.76,0.74,0.95,0.77,0.76
orc.csv,1.21,0.97,0.96,0.25,1.02,1.03,0.88,0.8,0.66,0.79,0.77,0.96,0.17,0.88,1.08,0.81,0.81
plato.csv,1.01,0.91,0.53,0.92,1.0,0.83,0.0,0.83,0.79,0.83,0.69,1.02,1.32,1.0,0.95,0.76,1.0
rodin-b-sharp.csv,0.28,0.86,0.66,0.74,0.81,0.73,0.8,0.03,0.82,0.8,0.8,0.34,0.41,0.95,0.81,0.8,0.9
ta3d.csv,0.75,0.63,1.05,0.82,0.62,0.67,0.7,0.84,0.69,0.71,0.72,0.88,0.71,0.91,0.76,0.55,0.0
tycho.csv,0.4,0.69,0.75,0.61,0.95,0.72,0.57,0.6,0.7,0.78,0.8,0.39,0.24,0.06,0.7,0.73,0.71
umber.csv,0.11,0.78,0.74,0.56,1.0,0.53,0.8,0.7,0.79,0.65,0.73,0.63,0.42,0.75,0.63,0.85,0.74
vienna-add-in.csv,0.61,0.58,0.12,0.87,0.68,0.01,0.9,0.63,0.82,0.73,0.66,0.77,1.4,0.68,0.8,0.83,0.94
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.88,1.0
