,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.0,4.0,10.0,0.0,490.0,16.0,28.0,18.0,2.0,1.0,6.0,1.0,6.0
empserver.csv,0.0,0.0,5.0,2.0,490.0,9.0,52.0,10.0,2.0,0.0,1.0,0.0,1.0
emulemorph.csv,0.0,1261.0,0.0,2.0,490.0,12.0,86.0,0.0,2.0,68.0,84.0,79.0,4.0
google-web-toolkit.csv,2.0,89.0,4.0,20.0,490.0,13.0,17.0,2.0,7.0,4.0,9.0,0.0,0.0
htmlunit.csv,0.0,10.0,4.0,0.0,490.0,0.0,6.0,109.0,6.0,0.0,0.0,1.0,1.0
jaxen.csv,0.0,1261.0,73.0,142.0,490.0,276.0,0.0,109.0,85.0,68.0,84.0,0.0,0.0
jguard.csv,0.0,5.0,12.0,0.0,490.0,10.0,50.0,2.0,0.0,1.0,15.0,3.0,2.0
kowari.csv,0.0,1261.0,5.0,2.0,490.0,2.0,86.0,0.0,85.0,1.0,0.0,79.0,1.0
maidsafe-dht.csv,0.0,11.0,0.0,1.0,490.0,1.0,6.0,10.0,7.0,1.0,9.0,8.0,0.0
mimosa.csv,1.0,3.0,7.0,20.0,245.0,18.0,44.0,2.0,1.0,1.0,0.0,0.0,1.0
vdsf.csv,0.0,0.0,7.0,21.0,350.0,27.0,65.0,3.0,2.0,1.0,8.0,1.0,4.0
xbrlapi.csv,0.0,5.0,17.0,3.0,122.0,9.0,47.0,39.0,2.0,1.0,4.0,2.0,1.0
