,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.58,0.71,0.09,1.0,0.0,0.44,0.43,0.2,0.47,0.5,0.33,0.41,0.27
empserver.csv,0.54,0.4,0.46,0.59,0.0,0.48,0.51,0.2,0.37,1.0,0.6,0.52,0.45
emulemorph.csv,0.14,0.0,0.09,0.09,0.0,0.02,0.0,1.0,0.42,0.0,0.0,0.0,0.31
google-web-toolkit.csv,0.6,0.22,0.5,0.44,0.0,0.66,0.62,0.36,0.43,0.47,0.61,0.66,0.98
htmlunit.csv,0.17,0.28,0.09,0.2,0.0,0.93,0.64,0.0,0.16,0.2,0.6,0.37,0.27
jaxen.csv,0.06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0
jguard.csv,0.58,0.05,0.44,0.51,0.0,0.56,0.59,0.37,0.94,0.43,0.33,0.6,0.5
kowari.csv,0.09,0.0,0.17,0.3,0.0,0.02,0.0,0.38,0.0,0.04,1.0,0.0,0.05
maidsafe-dht.csv,0.17,0.05,0.94,0.2,0.0,0.12,0.24,0.37,0.23,0.1,0.6,0.1,0.15
mimosa.csv,0.5,0.43,0.57,0.59,0.67,0.54,0.66,0.69,0.55,0.54,0.64,1.0,0.53
vdsf.csv,0.45,0.9,0.25,0.48,0.36,0.13,0.38,0.27,0.09,0.0,0.29,0.09,0.34
xbrlapi.csv,1.0,0.13,0.32,0.33,0.92,0.63,0.66,0.2,0.47,0.52,0.42,0.61,0.5
