,recall,precision,pf,pci_20,ifa,wins
ardour.csv,0.67,0.6,0.255,0.4,1.5,9
cornerstone.csv,0.255,0.645,0.10500000000000001,0.665,1.0,15
emeraldemu.csv,0.47000000000000003,0.715,0.13,0.53,0.0,16
grafx2.csv,0.71,0.54,0.345,0.43,1.0,8
jahshakafx.csv,0.65,0.6599999999999999,0.28,0.4,0.5,14
kindb.csv,0.77,0.5800000000000001,0.36,0.38,1.0,11
maya-work-in-progress.csv,0.9,0.46499999999999997,0.7,0.39,1.0,4
netatalk.csv,0.77,0.47,0.575,0.41500000000000004,1.5,3
novembre.csv,0.51,0.585,0.21500000000000002,0.545,2.0,10
ns-3.csv,0.815,0.51,0.605,0.41,3.0,2
nullc.csv,0.69,0.515,0.435,0.49,2.0,5
open-beos.csv,0.775,0.595,0.37,0.42000000000000004,2.0,7
planeshift.csv,0.84,0.485,0.63,0.39,3.0,0
plee-the-bear.csv,0.6,0.545,0.435,0.405,1.0,6
reaper-ecad.csv,0.045,0.7,0.01,0.7749999999999999,0.5,17
sbml.csv,0.875,0.44,0.75,0.41,2.0,1
unimrcp.csv,0.5800000000000001,0.6,0.245,0.48,1.5,12
unladen-swallow.csv,0.44,0.635,0.19,0.515,1.0,13
