,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.34,0.4,0.44,0.44,0.45,0.64,0.5,0.48,0.45,0.4,0.33,0.68,0.33,0.3,0.31,0.31,0.38,0.4
cornerstone.csv,0.5,0.93,0.97,0.9,0.64,0.69,0.8,0.96,0.8,0.0,0.39,0.48,0.94,0.55,0.75,0.33,0.53,0.5
emeraldemu.csv,0.48,0.48,0.47,0.5,0.55,0.68,0.62,0.52,0.68,0.54,0.41,0.75,0.6,0.8,0.45,0.8,0.42,0.5
grafx2.csv,0.36,0.44,0.49,0.59,0.53,0.61,0.48,0.49,0.52,0.52,0.36,0.4,0.41,0.34,0.34,0.34,0.4,0.42
jahshakafx.csv,0.34,0.43,0.4,0.4,0.44,0.62,0.5,0.4,0.41,0.45,0.34,0.92,0.33,0.36,0.33,0.29,0.36,0.33
kindb.csv,0.33,0.47,0.42,0.47,0.36,0.43,0.3,0.38,0.35,0.44,0.38,0.72,0.32,0.38,0.39,0.3,0.37,0.8
maya-work-in-progress.csv,0.45,0.44,0.4,0.5,0.43,0.41,0.34,0.35,0.39,0.45,0.31,0.37,0.33,0.45,0.36,0.36,0.35,0.39
netatalk.csv,0.43,0.45,0.46,0.53,0.52,0.51,0.36,0.39,0.39,0.45,0.43,0.62,0.34,0.33,0.36,0.39,0.4,0.37
novembre.csv,0.48,0.56,0.99,0.77,0.88,0.73,0.53,0.53,0.41,0.59,0.56,0.81,0.91,0.53,0.47,0.45,0.48,0.42
ns-3.csv,0.41,0.4,0.55,0.45,0.4,0.43,0.33,0.41,0.45,0.59,0.46,0.41,0.34,0.55,0.41,0.44,0.36,0.41
nullc.csv,0.43,0.48,0.4,0.53,0.52,0.6,0.47,0.49,0.56,0.83,0.44,0.7,0.43,0.4,0.49,0.5,0.4,0.64
open-beos.csv,0.34,0.4,0.55,0.51,0.44,0.5,0.35,0.36,0.46,0.65,0.52,0.39,0.35,0.45,0.36,0.44,0.36,0.38
planeshift.csv,0.48,0.46,0.39,0.53,0.52,0.5,0.39,0.39,0.39,0.55,0.35,0.37,0.39,0.33,0.43,0.38,0.36,0.36
plee-the-bear.csv,0.36,0.56,0.5,0.89,0.45,0.42,0.37,0.38,0.38,0.44,0.36,0.37,0.37,0.5,0.46,0.43,0.39,0.36
reaper-ecad.csv,0.97,0.99,0.92,0.69,0.86,0.67,0.0,0.97,0.88,0.0,0.88,0.0,0.86,0.0,0.67,0.0,0.92,0.67
sbml.csv,0.52,0.41,0.44,0.5,0.48,0.41,0.35,0.35,0.4,0.46,0.35,0.41,0.32,0.35,0.4,0.44,0.37,0.46
unimrcp.csv,0.48,0.54,0.58,0.58,0.45,0.55,0.37,0.58,0.65,0.57,0.37,0.47,0.42,0.48,0.47,0.38,0.42,0.78
unladen-swallow.csv,0.8,0.55,0.62,0.89,0.78,0.53,0.36,0.5,0.49,0.55,0.7,0.41,0.46,0.42,0.7,0.47,0.41,0.39
