,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.84,0.74,0.69,0.68,0.41,0.31,0.51,0.68,0.52,0.63,0.54,0.42,0.65,0.69,0.72,0.74,0.68,0.72
cornerstone.csv,0.54,0.31,0.28,0.34,0.24,0.27,0.0,0.28,0.02,0.04,0.7,0.6,0.24,0.4,0.06,0.64,0.48,0.47
emeraldemu.csv,0.7,0.61,0.72,0.66,0.24,0.26,0.45,0.71,0.43,0.63,0.57,0.09,0.37,0.15,0.59,0.18,0.63,0.17
grafx2.csv,0.81,0.73,0.68,0.79,0.3,0.36,0.62,0.71,0.5,0.69,0.6,0.73,0.61,0.76,0.65,0.77,0.66,0.72
jahshakafx.csv,0.81,0.67,0.75,0.67,0.39,0.28,0.51,0.76,0.57,0.58,0.61,0.38,0.65,0.6,0.67,0.78,0.65,0.76
kindb.csv,0.84,0.64,0.74,0.85,0.64,0.5,0.6,0.76,0.64,0.77,0.59,0.42,0.66,0.6,0.58,0.83,0.69,0.34
maya-work-in-progress.csv,0.64,0.72,0.73,0.64,0.65,0.62,0.58,0.67,0.48,0.82,0.17,0.75,0.56,0.66,0.61,0.78,0.57,0.57
netatalk.csv,0.77,0.62,0.53,0.05,0.38,0.49,0.65,0.66,0.57,0.68,0.47,0.41,0.68,0.73,0.67,0.73,0.55,0.66
novembre.csv,0.74,0.57,0.18,0.39,0.19,0.33,0.74,0.54,0.56,0.54,0.43,0.3,0.09,0.4,0.55,0.67,0.62,0.69
ns-3.csv,0.75,0.73,0.67,0.76,0.5,0.67,0.4,0.59,0.62,0.45,0.62,0.33,0.53,0.13,0.57,0.0,0.55,0.13
nullc.csv,0.68,0.0,0.0,0.0,0.67,0.45,0.68,0.66,0.53,0.36,0.61,0.42,0.63,0.76,0.65,0.63,0.57,0.45
open-beos.csv,0.86,0.75,0.71,0.76,0.5,0.46,0.66,0.68,0.66,0.46,0.43,0.38,0.57,0.74,0.76,0.0,0.72,0.52
planeshift.csv,0.09,0.3,0.49,0.05,0.63,0.54,0.67,0.72,0.62,0.64,0.53,0.66,0.68,0.75,0.66,0.78,0.3,0.64
plee-the-bear.csv,0.8,0.47,0.78,0.05,0.49,0.56,0.53,0.5,0.63,0.66,0.59,0.7,0.57,0.56,0.49,0.61,0.59,0.61
reaper-ecad.csv,0.25,0.12,0.0,0.69,0.17,0.02,0.0,0.21,0.06,0.04,0.15,0.0,0.05,0.0,0.05,0.04,0.12,0.17
sbml.csv,0.51,0.73,0.65,0.64,0.58,0.52,0.3,0.33,0.69,0.09,0.69,0.05,0.56,0.63,0.75,0.0,0.68,0.38
unimrcp.csv,0.71,0.61,0.55,0.79,0.43,0.4,0.58,0.58,0.42,0.65,0.43,0.74,0.55,0.49,0.59,0.69,0.64,0.48
unladen-swallow.csv,0.31,0.5,0.59,0.1,0.19,0.37,0.52,0.5,0.48,0.49,0.33,0.67,0.46,0.49,0.29,0.45,0.61,0.7
