,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,1.0,4.0,11.0,4.0,0.0,0.0,4.0,2.0,6.0,0.0,7.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0
cornerstone.csv,8.0,1.0,4.0,4.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,4.0
emeraldemu.csv,55.0,10.0,51.0,35.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
grafx2.csv,11.0,1.0,20.0,20.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
jahshakafx.csv,6.0,1.0,46.0,2.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kindb.csv,6.0,49.0,52.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0
maya-work-in-progress.csv,52.0,3.0,86.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
netatalk.csv,29.0,3.0,49.0,78.0,0.0,1.0,1.0,9.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0
novembre.csv,2.0,0.0,12.0,55.0,0.0,2.0,2.0,24.0,27.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
ns-3.csv,36.0,7.0,24.0,3.0,0.0,0.0,5.0,6.0,6.0,3.0,0.0,14.0,2.0,2.0,2.0,2.0,2.0,8.0
nullc.csv,15.0,3.0,58.0,80.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,8.0,2.0,5.0,1.0,2.0,1.0,3.0
open-beos.csv,2.0,13.0,19.0,7.0,0.0,3.0,2.0,35.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0
planeshift.csv,100.0,3.0,133.0,78.0,0.0,0.0,5.0,1.0,4.0,0.0,3.0,8.0,2.0,0.0,1.0,3.0,8.0,1.0
plee-the-bear.csv,0.0,1.0,6.0,7.0,1.0,0.0,1.0,18.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0
reaper-ecad.csv,0.0,10.0,553.0,7.0,0.0,0.0,54.0,3.0,1.0,0.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,1.0
sbml.csv,90.0,28.0,23.0,39.0,0.0,2.0,4.0,6.0,4.0,0.0,2.0,14.0,1.0,1.0,0.0,2.0,0.0,1.0
unimrcp.csv,51.0,0.0,70.0,27.0,0.0,0.0,2.0,15.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0
unladen-swallow.csv,1.0,8.0,19.0,3.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
