,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.27,0.43,0.46,0.43,0.67,0.76,0.6,0.41,0.58,0.43,0.72,0.64,0.58,0.39,0.43,0.32,0.46,0.39
cornerstone.csv,0.53,0.74,0.76,0.71,0.81,0.78,1.01,0.76,0.98,0.97,0.44,0.48,0.8,0.66,0.95,0.42,0.6,0.63
emeraldemu.csv,0.62,0.5,0.54,0.72,0.81,0.78,0.62,0.36,0.63,0.43,0.72,0.93,0.68,0.88,0.47,0.85,0.46,0.86
grafx2.csv,0.4,0.46,0.5,0.38,0.76,0.76,0.5,0.42,0.62,0.38,0.65,0.51,0.56,0.3,0.7,0.3,0.58,0.37
jahshakafx.csv,0.3,0.44,0.51,0.46,0.67,0.77,0.58,0.47,0.55,0.48,0.64,0.67,0.47,0.45,0.45,0.27,0.47,0.4
kindb.csv,0.39,0.51,0.58,0.37,0.51,0.62,0.75,0.49,0.63,0.41,0.74,0.64,0.61,0.46,0.5,0.22,0.56,0.71
maya-work-in-progress.csv,0.73,0.57,0.57,0.45,0.73,0.63,0.75,0.67,0.84,0.24,0.96,0.59,0.79,0.69,0.73,0.51,0.78,0.79
netatalk.csv,0.49,0.75,0.8,0.99,0.75,0.69,0.61,0.64,0.74,0.68,0.85,0.68,0.45,0.37,0.69,0.53,0.78,0.44
novembre.csv,0.33,0.54,0.88,0.85,0.84,0.73,0.33,0.61,0.72,0.55,0.69,0.76,0.93,0.65,0.65,0.39,0.45,0.47
ns-3.csv,0.52,0.48,0.62,0.4,0.57,0.53,0.88,0.69,0.58,0.62,0.52,0.91,0.81,0.97,0.77,1.0,0.79,0.98
nullc.csv,0.54,1.0,1.0,1.0,0.38,0.65,0.54,0.55,0.61,0.69,0.69,0.65,0.63,0.4,0.47,0.43,0.78,0.71
open-beos.csv,0.35,0.45,0.39,0.4,0.57,0.64,0.66,0.62,0.44,0.6,0.68,0.89,0.74,0.61,0.34,1.0,0.49,0.82
planeshift.csv,0.98,0.92,0.83,0.99,0.67,0.68,0.63,0.57,0.71,0.47,0.8,0.65,0.5,0.39,0.5,0.56,0.92,0.74
plee-the-bear.csv,0.34,0.6,0.32,0.96,0.74,0.61,0.67,0.8,0.63,0.39,0.68,0.5,0.67,0.65,0.64,0.58,0.56,0.61
reaper-ecad.csv,0.79,0.9,1.0,0.41,0.86,0.98,1.0,0.82,0.95,0.97,0.88,1.0,0.96,1.0,0.96,0.97,0.9,0.86
sbml.csv,0.82,0.5,0.69,0.74,0.49,0.81,0.93,0.91,0.6,0.98,0.65,0.99,0.79,0.45,0.32,1.0,0.48,0.89
unimrcp.csv,0.59,0.54,0.56,0.47,0.63,0.67,0.71,0.52,0.65,0.43,0.88,0.37,0.57,0.56,0.47,0.37,0.59,0.58
unladen-swallow.csv,0.73,0.58,0.49,0.92,0.84,0.7,0.68,0.62,0.61,0.58,0.73,0.46,0.68,0.57,0.76,0.62,0.48,0.45
