,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.73,0.91,0.88,0.87,0.99,0.77,0.75,0.74,0.37,0.59,0.83,0.82,0.01,0.6,0.85,0.84
amygdala.csv,0.67,0.68,0.76,0.91,0.71,0.52,0.77,0.77,0.72,0.94,0.78,0.03,0.55,0.69,0.7,0.93
awemud.csv,0.03,0.65,0.75,0.73,0.84,0.59,0.57,0.8,0.51,0.88,0.68,0.56,0.61,0.55,0.79,0.64
bullet.csv,0.88,0.81,0.73,0.55,0.57,0.1,0.68,0.77,0.74,0.76,0.9,0.71,0.85,0.63,0.68,0.67
customwars.csv,0.97,0.73,0.88,0.52,0.68,0.83,0.9,0.92,1.0,1.0,0.06,0.97,0.52,0.85,0.79,0.89
dvd-create.csv,0.85,0.64,0.67,0.68,0.01,0.69,0.72,0.68,0.75,0.67,0.78,0.64,0.72,0.67,0.81,0.48
gbif-indexingtoolkit.csv,0.88,0.93,0.83,0.51,0.93,0.89,0.98,0.09,0.84,0.97,0.83,0.9,0.73,0.91,0.95,0.91
go.csv,0.72,0.03,0.74,0.84,0.48,0.54,0.7,0.73,0.81,0.57,0.68,0.5,0.74,0.64,0.67,0.63
gss.csv,0.84,1.0,0.74,0.74,0.89,0.81,0.85,0.68,0.66,1.01,0.64,0.73,0.89,0.74,0.81,0.0
kwave.csv,0.71,0.75,0.12,0.82,0.74,0.68,0.62,0.79,0.6,0.77,0.73,0.79,0.77,0.77,0.74,0.65
lsb.csv,0.59,0.5,0.75,0.02,0.58,0.54,0.78,0.68,0.42,0.92,0.72,0.72,0.47,0.62,0.88,0.63
mpgravity.csv,0.43,0.67,0.89,0.64,0.82,0.72,0.66,0.75,0.64,0.0,0.74,0.62,0.7,0.63,0.68,0.76
qcad2.csv,0.66,0.98,0.56,0.75,1.0,0.67,0.06,0.88,0.58,0.84,0.79,0.86,0.59,0.81,0.85,0.61
qtwin.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.99,0.97,1.0,1.0
roller.csv,0.68,0.42,0.83,0.95,0.64,0.69,0.71,0.83,0.75,0.67,0.7,0.53,0.82,0.02,0.71,0.71
xinity.csv,0.9,1.0,0.87,1.0,1.0,0.72,0.83,0.77,1.08,1.0,0.66,0.79,0.91,0.71,0.11,0.88
