,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.27,0.09,0.12,0.13,0.01,0.24,0.25,0.45,0.67,0.42,0.18,0.18,0.99,0.44,0.32,0.17
amygdala.csv,0.44,0.42,0.56,0.09,0.35,0.54,0.29,0.45,0.33,0.08,0.41,0.97,0.59,0.49,0.37,0.33
awemud.csv,1.0,0.91,0.31,0.29,0.89,0.6,0.73,0.36,1.0,0.17,0.71,0.58,0.74,0.51,0.71,0.5
bullet.csv,0.71,0.89,0.69,0.64,0.88,0.99,0.52,0.36,0.5,0.33,0.65,0.82,0.81,0.72,0.71,0.83
customwars.csv,0.03,0.66,0.12,0.6,0.41,0.18,0.1,0.64,0.0,0.0,0.94,0.03,0.56,0.87,0.71,0.13
dvd-create.csv,0.85,0.85,0.69,0.71,0.99,0.7,0.9,0.82,1.0,0.5,0.82,0.87,0.58,0.76,0.76,0.73
gbif-indexingtoolkit.csv,0.14,0.14,0.31,0.78,0.07,0.12,0.02,0.91,0.17,0.08,0.18,0.11,0.29,0.11,0.05,0.1
go.csv,0.73,0.99,0.38,0.33,0.65,0.61,0.92,0.45,1.0,0.58,0.59,0.79,0.44,0.44,0.61,0.4
gss.csv,0.87,0.96,0.75,0.33,0.97,0.93,0.94,0.64,1.0,0.75,0.94,0.84,0.97,0.72,0.9,1.0
kwave.csv,0.35,0.35,0.88,0.24,0.3,0.4,0.5,0.27,0.67,0.83,0.29,0.32,0.3,0.24,0.37,0.37
lsb.csv,0.6,0.59,0.38,0.98,0.43,0.75,0.23,0.55,0.67,0.08,0.88,0.34,0.65,0.71,0.76,0.8
mpgravity.csv,0.69,0.54,0.5,0.71,0.45,0.64,0.52,0.64,0.83,1.0,0.41,0.58,0.9,0.91,0.8,0.53
qcad2.csv,0.36,1.0,0.69,0.71,0.95,0.37,0.94,0.73,0.5,0.17,0.41,0.18,0.63,0.69,0.51,0.5
qtwin.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0
roller.csv,0.63,0.65,0.31,0.07,0.54,0.51,0.88,0.36,0.83,0.5,0.47,0.79,0.39,1.0,0.46,0.5
xinity.csv,0.36,0.0,0.31,0.0,0.0,0.34,0.31,0.36,0.0,1.0,0.65,0.39,0.12,0.51,0.93,0.53
