,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,85.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
amygdala.csv,1.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,471.0,7.0,14.0,0.0,4.0,0.0,0.0,2.0
awemud.csv,0.0,1.0,0.0,3.0,0.0,1.0,6.0,7.0,802.0,5.0,6.0,1.0,33.0,1.0,1.0,4.0
bullet.csv,2.0,2.0,0.0,0.0,0.0,0.0,3.0,12.0,1084.0,2.0,18.0,3.0,41.0,0.0,0.0,1.0
customwars.csv,1.0,4.0,0.0,13.0,0.0,0.0,3.0,11.0,2488.0,52.0,0.0,0.0,27.0,0.0,2.0,4.0
dvd-create.csv,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1322.0,8.0,14.0,2.0,15.0,4.0,3.0,1.0
gbif-indexingtoolkit.csv,1.0,2.0,6.0,1.0,0.0,2.0,2.0,0.0,287.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0
go.csv,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1529.0,3.0,11.0,1.0,15.0,6.0,1.0,0.0
gss.csv,1.0,4.0,1.0,9.0,0.0,0.0,10.0,3.0,1140.0,17.0,4.0,0.0,51.0,0.0,0.0,0.0
kwave.csv,0.0,3.0,0.0,13.0,0.0,0.0,3.0,3.0,1101.0,5.0,5.0,1.0,28.0,0.0,1.0,0.0
lsb.csv,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,456.0,1.0,1.0,0.0,35.0,1.0,2.0,0.0
mpgravity.csv,1.0,2.0,14.0,3.0,0.0,2.0,7.0,6.0,1054.0,0.0,14.0,1.0,2.0,0.0,0.0,7.0
qcad2.csv,0.0,3.0,0.0,31.0,0.0,1.0,0.0,2.0,631.0,1.0,1.0,6.0,52.0,0.0,1.0,2.0
qtwin.csv,0.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,52.0,111.0,72.0,0.0,0.0,66.0,49.0
roller.csv,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,1351.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0
xinity.csv,1.0,123.0,6.0,181.0,91.0,0.0,4.0,4.0,2488.0,2.0,1.0,1.0,17.0,0.0,0.0,0.0
