,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.41,0.43,0.48,0.64,0.42,0.58,0.56,0.49,0.48,0.52,0.34,0.42,0.46,0.69,0.41,0.49,0.52,0.39,0.57,0.38
buddata-ebxml-registry.csv,0.48,0.49,0.4,0.49,0.46,0.42,0.36,0.35,0.4,0.45,0.32,0.39,0.33,0.35,0.38,0.41,0.43,0.43,0.34,0.33
cornerstone.csv,0.45,0.83,0.99,0.74,0.58,0.63,0.89,0.87,0.8,0.5,0.41,0.82,0.4,0.53,0.49,0.56,0.9,0.89,0.58,0.8
emeraldemu.csv,0.38,0.54,0.48,0.5,0.67,0.96,0.62,0.54,0.7,0.49,0.45,0.51,0.72,0.44,0.46,0.41,0.69,0.5,0.78,0.43
jahshakafx.csv,0.34,0.46,0.42,0.42,0.41,0.78,0.5,0.4,0.43,0.5,0.33,0.35,0.43,0.36,0.39,0.33,0.5,0.38,0.52,0.34
jaolt.csv,0.39,0.46,0.47,0.46,0.39,0.42,0.37,0.45,0.39,0.5,0.57,0.41,0.47,0.48,0.39,0.35,0.4,0.43,0.44,0.39
kmess.csv,0.58,0.5,0.45,0.54,0.73,0.98,0.63,0.61,0.52,0.54,0.55,0.46,0.93,0.7,0.5,0.46,0.67,0.49,0.78,0.54
maya-work-in-progress.csv,0.45,0.44,0.42,0.59,0.42,0.44,0.33,0.36,0.4,0.47,0.32,0.4,0.32,0.35,0.35,0.35,0.41,0.45,0.33,0.31
mia.csv,0.98,0.92,0.97,0.68,0.8,0.93,0.6,0.74,0.57,0.56,0.4,0.84,0.9,0.4,0.94,0.63,0.7,0.51,0.8,0.44
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.45,0.46,0.45,0.75,0.96,0.56,0.63,0.45,0.57,0.43,0.35,0.68,0.57,0.43,0.35,0.63,0.45,0.77,0.34
novembre.csv,0.51,0.46,0.72,0.81,0.83,0.64,0.52,0.58,0.42,0.55,0.42,0.58,0.56,0.43,0.5,0.45,0.62,0.52,0.79,0.58
ns-3.csv,0.54,0.49,0.65,0.58,0.58,0.45,0.34,0.47,0.52,0.53,0.49,0.43,0.33,0.42,0.39,0.42,0.46,0.58,0.34,0.34
nullc.csv,0.5,0.48,0.4,0.54,0.5,0.55,0.48,0.47,0.57,0.82,0.41,0.41,0.4,0.39,0.41,0.47,0.57,0.59,0.5,0.51
open-beos.csv,0.37,0.4,0.51,0.55,0.42,0.5,0.37,0.36,0.47,0.59,0.55,0.48,0.37,0.4,0.37,0.45,0.45,0.42,0.44,0.36
pixel-commandos.csv,0.8,0.66,0.99,0.73,0.89,0.97,0.88,0.98,0.96,0.75,0.9,0.92,0.93,0.83,0.79,0.69,0.9,0.91,0.74,0.94
plee-the-bear.csv,0.37,0.59,0.5,0.83,0.44,0.43,0.32,0.37,0.4,0.53,0.34,0.65,0.33,0.36,0.38,0.35,0.41,0.46,0.31,0.33
reaper-ecad.csv,0.59,0.99,0.98,0.6,0.55,0.83,0.0,0.98,0.93,0.0,0.91,0.92,0.84,0.0,0.69,0.91,0.0,0.8,0.91,0.75
unladen-swallow.csv,0.7,0.54,0.62,0.86,0.58,0.53,0.37,0.48,0.49,0.59,0.62,0.4,0.33,0.41,0.4,0.94,0.46,0.83,0.67,0.61
xmoto.csv,0.44,0.45,0.48,0.92,0.48,0.44,0.37,0.47,0.47,0.5,0.39,0.63,0.41,0.67,0.39,0.37,0.4,0.45,0.37,0.59
zxing.csv,0.47,0.49,0.49,0.47,0.44,0.7,0.48,0.67,0.71,0.88,0.53,0.38,0.54,0.54,0.4,0.41,0.48,0.53,0.67,0.41
