,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.69,0.33,0.23,0.3,0.59,0.45,0.39,0.6,0.53,0.65,0.56,0.23,0.55,0.46,0.69,0.55,0.28,0.64,0.48,0.77
buddata-ebxml-registry.csv,0.47,0.21,0.12,0.39,0.88,0.78,0.41,0.48,0.58,0.6,0.66,0.19,0.8,0.49,0.7,0.75,0.08,0.64,0.96,0.83
cornerstone.csv,0.53,0.28,0.28,0.4,0.35,0.4,0.17,0.36,0.04,0.12,0.73,0.12,0.56,0.46,0.59,0.45,0.29,0.4,0.44,0.16
emeraldemu.csv,0.67,0.31,0.16,0.28,0.27,0.22,0.52,0.64,0.46,0.68,0.54,0.19,0.44,0.49,0.67,0.6,0.2,0.53,0.47,0.78
jahshakafx.csv,0.68,0.35,0.2,0.33,0.48,0.27,0.45,0.58,0.53,0.58,0.62,0.19,0.6,0.54,0.67,0.64,0.14,0.61,0.57,0.8
jaolt.csv,0.58,0.3,0.17,0.28,0.64,0.57,0.44,0.59,0.57,0.64,0.48,0.16,0.73,0.38,0.66,0.63,0.12,0.52,0.81,0.87
kmess.csv,0.52,0.26,0.14,0.23,0.3,0.26,0.53,0.56,0.51,0.6,0.48,0.15,0.23,0.27,0.64,0.71,0.21,0.57,0.4,0.64
maya-work-in-progress.csv,0.54,0.29,0.18,0.36,0.86,0.63,0.44,0.53,0.56,0.83,0.69,0.2,0.74,0.48,0.73,0.66,0.09,0.65,0.78,0.73
mia.csv,0.39,0.28,0.18,0.32,0.11,0.32,0.4,0.4,0.45,0.61,0.53,0.32,0.22,0.52,0.19,0.42,0.22,0.41,0.11,0.63
mp-rechnungs-und-kundenverwaltung.csv,0.66,0.35,0.2,0.31,0.24,0.22,0.45,0.57,0.56,0.52,0.5,0.16,0.58,0.5,0.62,0.6,0.17,0.48,0.47,0.8
novembre.csv,0.62,0.34,0.16,0.21,0.18,0.48,0.67,0.48,0.5,0.52,0.52,0.04,0.56,0.49,0.64,0.6,0.24,0.6,0.32,0.59
ns-3.csv,0.42,0.31,0.11,0.38,0.63,0.73,0.46,0.33,0.49,0.57,0.62,0.13,0.72,0.52,0.7,0.69,0.07,0.55,0.77,0.66
nullc.csv,0.46,0.21,0.11,0.23,0.78,0.55,0.5,0.52,0.47,0.42,0.64,0.16,0.77,0.39,0.7,0.69,0.19,0.55,0.76,0.79
open-beos.csv,0.64,0.31,0.22,0.31,0.63,0.52,0.48,0.53,0.63,0.67,0.41,0.21,0.69,0.49,0.72,0.61,0.17,0.57,0.65,0.71
pixel-commandos.csv,0.04,0.2,0.1,0.2,0.31,0.27,0.43,0.22,0.21,0.22,0.1,0.06,0.32,0.22,0.41,0.42,0.57,0.3,0.44,0.36
plee-the-bear.csv,0.63,0.27,0.27,0.07,0.7,0.64,0.43,0.4,0.56,0.69,0.67,0.21,0.75,0.47,0.63,0.62,0.08,0.48,0.88,0.78
reaper-ecad.csv,0.55,0.18,0.28,0.46,0.36,0.06,0.12,0.39,0.15,0.06,0.3,0.13,0.35,0.0,0.47,0.35,0.4,0.24,0.28,0.13
unladen-swallow.csv,0.43,0.31,0.21,0.06,0.32,0.46,0.38,0.43,0.47,0.49,0.47,0.16,0.76,0.47,0.68,0.24,0.1,0.29,0.37,0.38
xmoto.csv,0.52,0.28,0.15,0.22,0.62,0.71,0.41,0.53,0.52,0.57,0.61,0.27,0.61,0.4,0.7,0.71,0.1,0.69,0.78,0.46
zxing.csv,0.56,0.3,0.21,0.26,0.53,0.34,0.44,0.52,0.43,0.35,0.49,0.15,0.68,0.42,0.67,0.56,0.21,0.55,0.48,0.82
