,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.85,0.0,0.0,0.18
repositorium.csv,0.12,0.38,0.0,0.31
simplewebservices.csv,0.56,0.17,0.21,0.61
xbg.csv,0.0,0.0,0.47,0.36
