,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.15,0.0,0.04,0.06
repositorium.csv,0.13,0.31,0.33,0.48
simplewebservices.csv,0.72,0.87,0.31,0.35
xbg.csv,0.17,0.06,0.27,0.53
