,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,96.0,62.0,1.0
repositorium.csv,4.0,2.0,62.0,2.0
simplewebservices.csv,3.0,1.0,9.0,0.0
xbg.csv,69.0,96.0,4.0,0.0
