,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.95,0.99,0.8,0.63,0.85,0.55,0.65,0.86,0.92,0.83
ffigo.csv,0.55,0.42,0.46,0.63,0.58,0.44,0.4,0.74,0.45,0.51
foursquared.csv,0.5,0.98,0.0,0.75,0.58,0.0,0.67,0.0,0.8,0.5
gebr.csv,0.41,0.41,0.47,0.39,0.29,0.36,0.44,0.44,0.38,0.5
ildjit.csv,0.93,0.99,0.5,0.0,0.86,0.8,0.9,0.0,0.0,0.0
jfreereport.csv,0.69,0.99,0.94,0.48,0.57,0.76,0.85,0.86,0.97,0.75
kml.csv,0.47,0.42,0.49,0.51,0.36,0.47,0.43,0.56,0.43,0.52
ng4j.csv,0.8,0.99,0.71,0.54,0.43,0.63,0.62,0.88,0.53,0.8
pcsx2.csv,0.62,0.58,0.49,0.52,0.39,0.5,0.48,0.65,0.45,0.76
wxjs.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.88,0.5,0.0
