,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.24,0.31,0.32,0.97,0.38,0.48,0.49,0.13,0.25,0.31
ffigo.csv,0.15,0.26,0.61,0.4,0.48,0.73,0.71,0.0,0.98,0.38
foursquared.csv,0.06,0.1,0.0,0.25,1.0,0.0,0.03,0.0,0.12,0.09
gebr.csv,0.39,0.25,0.99,0.53,0.54,0.63,0.78,0.12,0.74,0.46
ildjit.csv,0.98,0.07,0.04,0.0,0.13,0.05,0.07,0.0,0.0,0.0
jfreereport.csv,0.36,0.95,0.46,0.43,0.38,0.21,0.39,0.0,0.35,0.25
kml.csv,0.31,0.26,0.61,0.47,0.57,0.97,0.69,0.15,0.71,0.51
ng4j.csv,0.06,0.17,0.35,0.48,0.63,0.55,0.44,0.0,0.57,1.0
pcsx2.csv,0.2,0.25,0.7,0.43,0.63,0.63,1.0,0.09,0.68,0.22
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
