,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.25,0.3,0.34,0.61,0.16,0.71,0.97,0.59,0.31,0.05,0.24,0.23,0.0,0.38,0.3
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0
hydrate.csv,0.2,0.28,0.42,0.0,0.38,0.11,0.28,0.24,0.42,0.28,0.29,0.38,0.19,0.99,0.22
ivef-sdk.csv,0.73,0.73,0.51,0.82,0.48,1.0,0.25,0.0,0.42,0.57,0.27,0.27,0.08,0.06,0.21
jmri.csv,0.71,0.86,0.99,0.44,0.42,0.85,0.4,0.39,0.38,0.28,0.18,0.58,0.17,0.42,0.29
jython.csv,0.7,0.7,0.64,0.5,0.49,0.84,0.63,1.0,0.39,0.66,0.29,0.71,0.17,0.6,0.18
kdenlive.csv,0.99,0.79,0.52,0.3,0.31,0.83,0.24,0.2,0.49,0.62,0.3,0.31,0.15,0.65,0.23
ninject.csv,0.0,0.0,0.46,0.0,0.0,0.06,0.1,0.35,0.0,0.33,0.16,0.11,1.0,0.44,0.0
ondex.csv,0.42,0.56,0.31,0.06,0.44,0.51,0.04,0.56,0.33,0.29,1.0,0.58,0.26,0.56,0.22
opentibia.csv,0.77,0.99,0.45,0.75,0.44,0.77,0.64,0.21,0.43,0.35,0.26,0.77,0.2,0.77,0.21
projectfactory.csv,0.17,0.2,0.21,0.23,0.18,0.0,0.05,0.41,0.28,0.99,0.38,0.38,0.0,0.43,0.0
taverna.csv,0.32,0.29,0.13,0.61,1.0,0.0,0.36,0.04,0.05,0.21,0.11,0.66,0.13,0.33,0.44
tigermud.csv,0.73,0.88,0.59,0.77,0.54,0.91,0.67,0.23,0.34,0.37,0.27,0.96,0.24,0.79,0.19
unbvision.csv,0.54,0.57,0.49,0.29,0.42,0.13,0.39,0.13,0.95,0.63,0.32,0.46,0.13,0.68,0.0
x-ray-mule.csv,0.44,0.48,0.31,1.0,0.39,0.03,0.56,0.0,0.27,0.45,0.18,0.4,0.0,0.05,0.0
