,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.66,0.44,0.98,0.22,0.0,0.0,0.05,0.15,0.12
flylegacy.csv,0.58,0.7,0.99,0.31,0.73,0.33,0.32,0.58,0.38,0.48
jguard.csv,0.35,0.55,0.78,0.27,0.64,1.0,0.3,0.52,0.44,0.39
m-a-d-n-e-s-s.csv,0.38,0.0,0.42,0.29,0.3,0.1,0.17,0.36,1.0,0.14
mob-sen-plat.csv,0.31,1.0,0.43,0.11,0.16,0.35,0.25,0.62,0.2,0.42
raygina.csv,0.94,0.19,0.67,0.22,0.46,0.3,0.26,0.55,0.5,0.43
st-filteredstatistics.csv,0.58,0.66,0.77,0.27,0.66,0.46,0.33,1.0,0.48,0.56
upp-mirror.csv,0.45,0.23,0.67,0.31,1.0,0.4,0.26,0.26,0.51,0.39
wishmaster.csv,0.17,0.11,0.37,0.22,0.29,0.3,0.92,0.14,0.13,0.14
yarp.csv,0.39,0.37,0.53,0.11,0.11,0.43,0.07,0.26,0.55,0.98
