,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.67,0.42,0.87,0.99,0.9,0.0,0.67,0.0,0.5,0.89
flylegacy.csv,0.37,0.44,0.38,0.4,0.41,0.58,0.41,0.43,0.59,0.57
jguard.csv,0.47,0.52,0.38,0.48,0.5,0.67,0.43,0.55,0.49,0.69
m-a-d-n-e-s-s.csv,0.86,0.0,0.59,0.98,0.88,0.89,0.89,0.82,0.64,0.75
mob-sen-plat.csv,0.62,0.36,0.74,0.64,0.95,0.76,0.65,0.52,0.83,0.65
raygina.csv,0.58,0.89,0.46,0.44,0.53,0.58,0.46,0.47,0.68,0.43
st-filteredstatistics.csv,0.36,0.46,0.37,0.36,0.37,0.47,0.39,0.33,0.43,0.47
upp-mirror.csv,0.54,0.91,0.43,0.75,0.45,0.72,0.54,0.88,0.68,0.71
wishmaster.csv,0.91,0.8,0.79,0.99,0.95,0.77,0.92,0.8,0.8,0.75
yarp.csv,0.91,0.7,0.57,0.81,0.86,0.53,0.92,0.88,0.56,0.67
