,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.76,0.3,0.96,0.12,0.0,0.0,0.03,0.08,0.08
flylegacy.csv,0.76,0.73,1.0,0.89,0.77,0.3,0.86,0.46,0.4,0.44
jguard.csv,0.4,0.52,0.78,0.64,0.58,1.0,0.64,0.41,0.8,0.44
m-a-d-n-e-s-s.csv,0.24,0.0,0.29,0.26,0.19,0.07,0.14,0.23,1.0,0.08
mob-sen-plat.csv,0.36,1.0,0.33,0.2,0.11,0.37,0.36,0.51,0.2,0.4
raygina.csv,0.92,0.12,0.62,0.43,0.36,0.27,0.5,0.41,0.44,0.4
st-filteredstatistics.csv,0.84,0.61,0.81,0.84,0.64,0.6,0.93,1.0,0.76,0.8
upp-mirror.csv,0.44,0.15,0.57,0.43,1.0,0.37,0.36,0.15,0.48,0.44
wishmaster.csv,0.12,0.06,0.24,0.21,0.19,0.3,0.86,0.08,0.08,0.08
yarp.csv,0.28,0.24,0.41,0.16,0.06,0.53,0.07,0.15,0.72,0.96
