,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.07,0.9,0.18,0.0,0.05,0.0,0.05,0.0,0.0,0.18
flylegacy.csv,0.51,0.6,0.05,0.68,0.54,0.27,0.8,0.38,0.28,0.26
jguard.csv,0.51,0.6,0.64,0.56,0.37,0.0,0.62,0.46,0.75,0.55
m-a-d-n-e-s-s.csv,0.02,0.0,0.18,0.09,0.12,0.12,0.11,0.15,0.0,0.05
mob-sen-plat.csv,0.58,0.0,0.59,0.43,0.34,0.39,0.34,0.38,0.32,0.34
raygina.csv,0.02,0.25,0.68,0.46,0.32,0.29,0.52,0.23,0.13,0.29
st-filteredstatistics.csv,0.6,0.4,0.86,0.8,0.46,0.55,0.84,0.0,0.58,0.71
upp-mirror.csv,0.3,0.3,0.36,0.23,0.0,0.25,0.31,0.15,0.17,0.53
wishmaster.csv,0.19,0.15,0.18,0.13,0.2,0.38,0.0,0.15,0.05,0.05
yarp.csv,0.09,0.1,0.41,0.32,0.07,0.52,0.2,0.15,0.38,0.0
