,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.58,0.83,1.0,0.8,0.0,0.0,1.0,1.0,0.22
flylegacy.csv,0.46,0.67,0.98,0.19,0.69,0.38,0.2,0.78,0.37,0.52
jguard.csv,0.31,0.59,0.78,0.17,0.71,1.0,0.19,0.73,0.31,0.34
m-a-d-n-e-s-s.csv,0.86,0.0,0.82,0.33,0.71,0.22,0.22,0.82,1.0,0.5
mob-sen-plat.csv,0.26,1.0,0.62,0.08,0.33,0.33,0.19,0.8,0.21,0.43
raygina.csv,0.96,0.44,0.72,0.14,0.64,0.33,0.18,0.84,0.58,0.48
st-filteredstatistics.csv,0.45,0.71,0.73,0.16,0.68,0.37,0.2,1.0,0.35,0.43
upp-mirror.csv,0.46,0.45,0.82,0.25,1.0,0.44,0.21,0.75,0.55,0.35
wishmaster.csv,0.27,0.4,0.79,0.22,0.6,0.3,1.0,0.6,0.4,0.5
yarp.csv,0.64,0.8,0.74,0.08,0.57,0.36,0.08,0.75,0.44,1.0
