,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.33,0.34,0.97,0.15,0.0,0.0,0.04,0.1,0.1
flylegacy.csv,0.68,0.63,0.99,0.66,0.68,0.34,0.52,0.49,0.44,0.48
jguard.csv,0.42,0.49,0.63,0.59,0.59,1.0,0.56,0.43,0.56,0.44
m-a-d-n-e-s-s.csv,0.28,0.0,0.33,0.3,0.23,0.09,0.17,0.27,1.0,0.1
mob-sen-plat.csv,0.37,1.0,0.34,0.23,0.13,0.4,0.4,0.53,0.23,0.43
raygina.csv,0.93,0.14,0.52,0.45,0.4,0.31,0.5,0.45,0.49,0.44
st-filteredstatistics.csv,0.69,0.61,0.41,0.51,0.62,0.56,0.47,1.0,0.65,0.59
upp-mirror.csv,0.48,0.18,0.58,0.47,1.0,0.41,0.4,0.18,0.52,0.45
wishmaster.csv,0.14,0.07,0.28,0.25,0.22,0.33,0.88,0.1,0.1,0.1
yarp.csv,0.32,0.28,0.44,0.19,0.07,0.52,0.09,0.18,0.7,0.97
