,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.53,0.24,0.35,0.36,0.17,0.4,0.33,0.26,0.02,0.22,0.25,0.35,1.0,0.5,0.36,0.22,0.26,0.61,0.2,0.3
amygdala.csv,0.66,0.58,0.24,0.31,0.59,0.49,0.54,0.3,0.0,0.26,0.26,0.99,0.3,0.65,0.53,0.6,0.67,0.52,0.58,0.39
awemud.csv,0.99,0.71,0.24,0.23,0.78,0.71,0.49,0.28,0.01,0.34,0.31,0.5,0.41,0.67,0.7,0.55,0.72,0.72,0.68,0.59
bullet.csv,0.74,0.72,0.29,0.29,0.81,1.0,0.51,0.3,0.01,0.38,0.24,0.64,0.48,0.73,0.66,0.76,0.53,0.62,0.69,0.61
customwars.csv,0.12,0.02,0.19,0.47,0.03,0.06,0.07,0.33,0.02,0.15,0.97,0.13,0.53,0.5,0.52,0.16,0.41,0.15,0.18,0.28
dvd-create.csv,0.76,0.77,0.42,0.4,0.99,0.79,0.51,0.29,0.01,0.33,0.27,0.67,0.4,0.74,0.74,0.63,0.68,0.41,0.69,0.56
gbif-indexingtoolkit.csv,0.18,0.34,0.18,0.26,0.35,0.32,0.09,1.0,0.01,0.0,0.09,0.12,0.11,0.07,0.13,0.35,0.2,0.54,0.12,0.39
go.csv,0.78,0.98,0.33,0.15,0.75,0.76,0.54,0.26,0.01,0.11,0.3,0.67,0.51,0.72,0.61,0.67,0.66,0.6,0.61,0.66
growl-for-windows.csv,0.6,0.55,0.27,0.33,0.33,0.51,0.55,0.33,0.01,0.15,0.32,0.51,0.53,0.41,0.46,0.46,0.55,1.0,0.41,0.52
gss.csv,0.82,0.78,0.37,0.4,0.87,0.84,0.5,0.27,0.01,0.37,0.29,0.61,0.47,0.68,0.73,0.97,0.66,0.52,0.63,0.59
kwave.csv,0.2,0.46,0.93,0.34,0.37,0.28,0.25,0.13,0.01,0.0,0.0,0.24,0.04,0.14,0.2,0.12,0.14,0.2,0.32,0.45
libarchive.csv,0.73,0.56,0.21,0.64,0.61,0.67,0.52,0.26,0.01,0.3,0.3,0.55,0.59,0.7,0.62,0.54,0.58,0.71,0.49,0.93
linux-ntfs.csv,0.58,0.5,0.43,0.26,0.51,0.39,0.4,0.41,0.02,0.12,0.46,0.51,0.59,0.46,0.52,0.54,0.98,0.42,0.51,0.46
lsb.csv,0.75,0.65,0.38,0.95,0.66,0.72,0.51,0.33,0.01,0.31,0.27,0.49,0.55,0.74,0.69,0.79,0.45,0.53,0.49,0.6
mpgravity.csv,0.61,0.64,0.23,0.4,0.59,0.5,0.46,0.33,0.01,1.0,0.28,0.36,0.58,0.66,0.61,0.57,0.62,0.61,0.53,0.53
nativeclient.csv,0.69,0.61,0.36,0.21,0.55,0.52,0.58,0.2,0.01,0.51,0.26,0.63,0.41,0.71,0.69,0.6,0.56,0.68,0.99,0.5
qcad2.csv,0.63,0.74,0.2,0.29,0.82,0.32,0.98,0.26,0.01,0.36,0.29,0.34,0.42,0.6,0.41,0.41,0.64,0.52,0.37,0.57
qtwin.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.4,0.61,0.18,0.13,0.69,0.54,0.4,0.31,0.0,0.36,0.35,0.54,0.42,0.99,0.49,0.44,0.41,0.64,0.46,0.46
xinity.csv,0.5,0.0,0.3,0.0,0.0,0.5,0.37,0.35,0.01,0.0,0.24,0.35,0.43,0.49,1.0,0.52,0.53,0.22,0.0,0.0
