,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.64,0.86,0.64,0.74,0.92,0.75,0.76,0.71,0.24,0.84,0.73,0.77,0.0,0.65,0.78,0.88,0.84,0.55,0.89,0.8
amygdala.csv,0.61,0.58,0.92,0.75,0.58,0.72,0.51,0.75,0.88,0.76,0.65,0.03,0.76,0.5,0.82,0.79,0.7,0.75,0.68,0.74
awemud.csv,0.07,0.79,0.85,0.83,0.71,0.82,0.68,0.69,0.41,0.82,0.59,0.7,0.74,0.71,0.79,0.71,0.39,0.54,0.62,0.84
bullet.csv,0.71,0.8,0.81,0.78,0.8,0.0,0.61,0.67,0.71,0.62,0.78,0.7,0.69,0.83,0.88,0.8,0.8,0.82,0.62,0.71
customwars.csv,0.94,0.99,0.88,0.69,0.99,0.97,0.96,0.59,0.83,0.92,0.06,0.93,0.53,0.65,0.68,0.93,0.73,0.92,0.9,0.84
dvd-create.csv,0.92,0.78,0.65,0.74,0.01,0.61,0.84,0.77,0.7,0.67,0.83,0.76,0.85,0.65,0.78,0.53,0.76,0.87,0.64,0.79
gbif-indexingtoolkit.csv,0.9,0.98,0.85,0.78,0.86,0.81,0.95,0.0,0.68,1.0,0.92,0.96,0.93,0.96,0.93,0.78,0.89,0.65,0.94,0.75
go.csv,0.73,0.07,0.69,0.93,0.73,0.42,0.61,0.7,0.66,0.93,0.67,0.71,0.59,0.48,0.78,0.83,0.73,0.57,0.65,0.56
growl-for-windows.csv,0.59,0.6,0.75,1.0,0.85,0.72,0.5,0.61,0.4,0.92,0.59,0.65,0.5,0.74,0.76,0.72,0.6,0.0,0.73,0.58
gss.csv,0.93,0.91,0.96,1.0,0.84,1.0,0.97,0.77,0.95,1.0,0.71,0.88,0.9,0.68,0.93,0.07,0.93,0.89,0.67,1.0
kwave.csv,0.89,0.79,0.12,0.78,0.83,0.87,0.83,0.91,0.52,1.0,1.0,0.86,0.99,0.92,0.89,0.93,0.92,0.89,0.83,0.76
libarchive.csv,0.42,0.6,0.82,0.43,0.6,0.56,0.54,0.7,0.39,0.76,0.6,0.59,0.4,0.47,0.81,0.8,0.54,0.59,0.66,0.12
linux-ntfs.csv,0.63,0.73,0.53,0.81,0.67,0.82,0.68,0.51,0.24,0.92,0.38,0.7,0.43,0.69,0.68,0.62,0.04,0.77,0.71,0.66
lsb.csv,0.57,0.53,0.59,0.07,0.53,0.67,0.55,0.7,0.39,0.71,0.77,0.74,0.46,0.67,1.01,0.4,0.68,0.92,0.68,0.49
mpgravity.csv,0.58,0.58,0.83,0.63,0.6,0.78,0.62,0.64,0.93,0.0,0.64,0.79,0.44,0.6,0.61,0.59,0.52,0.55,0.64,0.59
nativeclient.csv,0.75,0.62,0.63,0.94,0.7,0.76,0.52,0.87,0.57,0.49,0.68,0.63,0.67,0.55,0.67,0.56,0.84,0.55,0.02,0.64
qcad2.csv,0.53,0.98,0.84,0.76,0.96,0.86,0.02,0.7,0.46,0.75,0.64,0.8,0.63,0.58,0.77,0.74,0.49,0.64,0.83,0.88
qtwin.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
roller.csv,0.78,0.54,0.86,0.98,0.57,0.72,0.75,0.63,0.92,0.62,0.51,0.66,0.62,0.01,0.68,0.71,0.72,0.51,0.7,0.66
xinity.csv,0.71,1.0,0.72,1.0,1.0,0.73,0.7,0.57,0.69,1.0,0.71,0.77,0.61,0.68,0.0,0.73,0.62,0.89,1.0,1.0
