,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.66,0.58,0.68,0.53,0.55,0.79,0.0,0.68,0.4,0.72,0.77,0.76,0.54,0.8,0.54,0.81,0.78,0.72,0.61
bzbyte.csv,0.95,0.81,0.94,0.75,0.78,0.89,0.83,0.92,0.84,0.9,1.0,0.04,0.95,0.82,0.71,0.35,0.84,0.47,0.76
chrysalis.csv,0.91,0.94,1.0,0.91,0.86,0.92,0.93,0.84,0.97,0.95,0.94,0.98,0.85,0.98,1.0,0.85,0.11,0.76,0.81
dspace-gsoc.csv,0.62,0.55,0.47,0.73,0.65,0.8,0.71,0.82,0.68,0.68,0.0,0.67,0.7,0.71,0.65,0.65,0.8,0.55,0.49
fbmanager.csv,0.57,0.6,0.03,0.69,0.57,0.68,0.55,0.53,0.82,0.75,0.67,0.68,0.6,0.66,0.66,0.56,0.46,1.08,0.88
fityk.csv,0.72,0.7,0.72,0.83,0.67,0.94,0.83,0.73,0.76,0.64,0.8,0.83,0.76,0.05,0.68,0.81,0.76,0.97,0.78
fleet-simulator.csv,0.69,0.76,0.61,0.68,0.9,0.95,0.89,0.72,0.7,0.61,0.84,0.8,0.87,0.63,0.69,0.0,0.55,1.01,0.67
freenet.csv,0.59,0.5,0.63,0.74,0.01,0.72,0.58,0.61,0.58,0.64,0.76,0.67,0.62,0.56,0.49,0.62,0.65,0.4,0.52
google-caja.csv,0.44,0.77,0.47,0.48,0.72,0.72,0.53,0.05,0.69,0.56,0.65,0.65,0.66,0.69,0.61,0.31,0.44,0.14,0.51
k3b.csv,0.66,0.64,0.64,0.63,0.69,0.82,0.55,0.65,0.58,0.02,0.75,0.49,0.74,0.66,0.65,1.0,0.49,1.16,0.7
mediaportal.csv,0.97,0.64,1.0,0.78,0.87,0.63,0.76,0.85,0.9,0.93,0.97,0.84,0.07,0.95,0.85,1.0,0.99,1.15,0.91
myfaces.csv,0.75,0.74,0.7,0.88,0.83,0.86,0.66,0.71,0.1,0.83,0.87,0.81,0.67,0.64,0.71,1.11,0.86,0.79,0.77
onotoa.csv,0.67,0.71,0.77,0.76,0.83,0.0,0.9,0.71,0.83,0.71,0.86,0.69,0.77,0.74,0.8,0.5,0.91,0.6,0.84
paintown.csv,0.06,0.7,0.52,0.69,0.54,0.69,0.63,0.52,0.7,0.54,0.56,0.59,0.58,0.49,0.51,0.35,0.57,0.55,0.51
poormans.csv,0.65,0.74,0.68,0.49,0.59,0.79,0.68,0.63,0.47,0.79,0.89,0.64,0.54,0.78,0.03,0.7,0.78,0.62,0.58
sqlpower-library.csv,0.89,0.73,0.72,0.06,0.91,0.78,0.87,0.73,0.53,0.62,0.96,0.86,0.86,0.92,0.76,0.88,0.67,1.01,0.62
triplea.csv,0.69,0.0,0.6,0.55,0.68,0.67,0.42,0.61,0.37,0.58,0.64,0.64,0.56,0.67,0.54,0.54,0.37,1.13,0.51
xamj.csv,0.54,0.58,0.81,0.48,0.72,0.71,0.68,0.69,0.57,0.65,0.62,0.77,0.7,0.81,0.5,0.98,0.73,1.08,0.05
