,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,bzbyte.csv,mediaportal.csv,fityk.csv,poormans.csv,fleet-simulator.csv,chrysalis.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.0,5.0,0.0,8.0,0.0,1.0
bzbyte.csv,3.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,25.0,0.0,1.0,0.0,23.0,0.0,16.0,0.0,35.0,0.0,0.0
chrysalis.csv,1.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,161.0,0.0,0.0,0.0,3.0
dspace-gsoc.csv,4.0,0.0,2.0,2.0,1.0,0.0,4.0,7.0,51.0,0.0,0.0,0.0,14.0,1.0,14.0,0.0,24.0,0.0,0.0
fbmanager.csv,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,3.0,0.0,1.0,1.0,0.0,15.0,0.0,12.0,0.0,0.0
fityk.csv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,9.0,0.0,2.0,0.0,2.0
fleet-simulator.csv,2.0,0.0,4.0,1.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,21.0,2.0,17.0,0.0,14.0,0.0,2.0
freenet.csv,2.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,9.0,0.0,12.0
google-caja.csv,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,64.0,0.0,0.0,1.0,6.0,2.0,18.0,0.0,13.0,0.0,24.0
k3b.csv,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,24.0,61.0,12.0,0.0,2.0
mediaportal.csv,0.0,2.0,64.0,0.0,2.0,0.0,6.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,42.0,0.0,0.0
myfaces.csv,1.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,22.0,0.0,19.0,2.0,13.0,0.0,4.0
onotoa.csv,2.0,1.0,1.0,0.0,2.0,0.0,9.0,0.0,32.0,0.0,1.0,0.0,3.0,0.0,35.0,0.0,42.0,0.0,33.0
paintown.csv,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,16.0,0.0,24.0,0.0,0.0
poormans.csv,8.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,20.0,0.0,4.0
sqlpower-library.csv,3.0,2.0,0.0,0.0,3.0,0.0,9.0,2.0,21.0,0.0,1.0,2.0,23.0,0.0,26.0,2.0,10.0,0.0,0.0
triplea.csv,5.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,16.0,0.0,8.0,1.0,3.0
xamj.csv,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,8.0,2.0,2.0,0.0,0.0
