,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.4,0.49,0.43,0.51,0.67,0.53,0.47,0.38,0.49
bzbyte.csv,0.8,0.0,0.45,0.0,0.0,0.35,0.42,0.39,0.0
encog-java.csv,0.59,0.97,0.5,0.96,0.68,0.48,0.83,0.86,0.86
galaxium.csv,0.44,0.51,0.47,0.42,0.53,0.36,0.53,0.41,0.39
h2database.csv,0.57,0.56,0.92,0.42,0.88,0.57,0.93,0.52,0.75
haphazard.csv,0.99,0.94,0.62,0.54,0.77,0.57,0.62,0.58,0.98
jaql.csv,0.4,0.56,0.54,0.46,0.44,0.33,0.54,0.38,0.46
raven-monitoring.csv,0.58,0.54,0.61,0.63,0.97,0.47,0.51,0.65,0.86
v8.csv,0.93,0.65,0.4,0.45,0.58,0.41,0.46,0.94,0.47
