,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.85,0.54,0.42,0.32,0.36,0.44,0.6,0.83,0.92
bzbyte.csv,0.02,0.0,0.56,0.0,0.0,0.96,0.53,0.28,0.0
encog-java.csv,0.26,0.06,0.02,0.03,0.16,0.38,0.02,0.11,0.0
galaxium.csv,0.56,0.41,0.48,0.39,0.16,0.67,0.13,0.39,0.15
h2database.csv,0.32,0.26,0.13,0.34,0.04,0.33,0.03,0.28,0.08
haphazard.csv,0.18,0.22,0.31,0.61,0.39,0.31,0.67,0.56,0.31
jaql.csv,0.49,0.25,0.27,0.22,0.22,0.52,0.18,0.33,0.08
raven-monitoring.csv,0.47,0.54,0.25,0.31,0.24,0.5,0.75,0.39,0.08
v8.csv,0.29,0.35,0.92,0.82,0.96,0.71,0.66,0.22,0.15
