,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,0.92,1.0,0.23,0.17,0.74,0.4,0.36,0.8,0.76,0.52,0.98,0.65,0.67,0.25,0.21
fleet-simulator.csv,1.0,0.95,1.0,1.0,1.0,0.68,1.0,0.88,0.8,0.52,1.0,0.98,0.78,0.99,0.92,0.9
geogebra.csv,1.0,0.51,1.0,0.12,0.67,0.06,0.88,0.48,0.4,0.36,0.48,0.37,0.37,0.65,0.08,0.64
gtad.csv,1.0,0.14,1.0,0.08,0.5,0.31,0.52,0.4,0.0,0.41,0.12,0.24,0.36,0.34,0.04,0.45
hibernate.csv,1.0,0.19,1.0,0.36,0.72,1.0,0.68,0.36,1.0,0.98,0.82,0.09,0.56,0.67,0.38,0.62
ipfire-wall.csv,0.5,0.16,0.0,0.17,0.83,0.09,0.52,0.32,0.8,0.48,0.09,0.28,0.2,0.49,0.21,0.36
irplus.csv,1.0,0.27,0.0,0.39,0.83,0.34,0.8,0.64,1.0,0.75,0.39,0.39,0.37,0.62,0.21,0.74
mumble.csv,0.5,0.7,0.0,0.34,0.0,0.32,0.88,0.48,0.2,0.46,0.61,0.98,0.52,0.57,0.88,0.26
ondex.csv,0.5,0.0,0.0,0.05,0.67,0.35,0.72,0.36,0.4,0.07,0.58,0.22,0.37,0.4,0.12,0.55
powerfolder.csv,1.0,0.3,0.0,0.19,0.67,0.57,0.76,0.36,1.0,0.36,0.21,0.41,0.43,0.38,0.42,0.55
projectts.csv,1.0,0.59,1.0,0.18,0.56,0.35,0.8,0.56,0.6,0.64,0.45,0.44,0.4,0.58,0.21,0.62
quantlib.csv,0.0,0.0,0.0,0.89,0.0,0.31,0.0,0.12,0.0,0.99,1.0,0.24,1.0,1.0,0.71,0.0
smartgwt.csv,1.0,0.49,1.0,0.48,0.83,0.49,0.84,0.24,1.0,0.76,0.64,0.04,0.33,0.57,0.42,0.76
tweetsharp.csv,0.0,0.68,1.0,0.47,0.28,0.82,0.56,0.4,0.2,0.18,0.48,0.09,0.58,0.32,0.17,0.74
wxlua.csv,0.5,0.7,1.0,0.84,0.83,0.69,0.72,0.16,1.0,0.85,0.3,0.13,0.32,0.38,0.62,0.9
