,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,54.0,1.0,58.0,0.0,3.0,0.0,5.0,8.0,79.0,9.0,0.0,0.0,23.0,2.0,0.0,0.0
fleet-simulator.csv,54.0,1.0,24.0,0.0,8.0,0.0,18.0,2.0,82.0,4.0,2.0,0.0,5.0,3.0,1.0,0.0
geogebra.csv,22.0,1.0,7.0,0.0,0.0,0.0,18.0,12.0,34.0,4.0,2.0,0.0,1.0,9.0,3.0,1.0
gtad.csv,5.0,0.0,22.0,0.0,2.0,0.0,2.0,5.0,125.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
hibernate.csv,22.0,0.0,31.0,2.0,5.0,0.0,17.0,4.0,35.0,2.0,2.0,0.0,2.0,1.0,5.0,0.0
ipfire-wall.csv,5.0,0.0,61.0,1.0,1.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,4.0,10.0,7.0,0.0
irplus.csv,18.0,3.0,61.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mumble.csv,9.0,0.0,61.0,0.0,54.0,0.0,1.0,2.0,83.0,2.0,1.0,0.0,11.0,4.0,5.0,1.0
ondex.csv,20.0,63.0,61.0,0.0,1.0,1.0,5.0,1.0,74.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0
powerfolder.csv,6.0,0.0,61.0,0.0,10.0,0.0,7.0,2.0,3.0,19.0,0.0,1.0,8.0,0.0,10.0,0.0
projectts.csv,23.0,0.0,51.0,0.0,4.0,0.0,10.0,6.0,18.0,0.0,5.0,1.0,2.0,0.0,12.0,0.0
quantlib.csv,72.0,63.0,61.0,0.0,54.0,0.0,89.0,0.0,125.0,2.0,2.0,0.0,13.0,9.0,5.0,56.0
smartgwt.csv,28.0,0.0,16.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0
tweetsharp.csv,72.0,1.0,59.0,0.0,5.0,0.0,9.0,0.0,81.0,25.0,1.0,2.0,11.0,6.0,2.0,0.0
wxlua.csv,46.0,1.0,33.0,0.0,4.0,0.0,16.0,2.0,16.0,3.0,1.0,2.0,10.0,9.0,5.0,0.0
