,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.22,0.44,0.32,0.4,0.3,0.05,0.45,0.51,0.38,0.37,0.28,0.99,0.42,0.39,0.52,0.33,0.05,0.48,0.22,0.22
arcallians.csv,0.46,0.37,0.77,0.42,0.99,0.2,0.18,0.37,0.56,0.19,0.17,0.34,0.43,0.32,0.52,0.51,0.04,0.48,0.43,0.4
arianne.csv,0.98,0.44,0.69,0.39,0.61,0.15,0.36,0.4,0.33,0.36,0.34,0.73,0.34,0.42,0.61,0.56,0.0,0.37,0.45,0.47
aztec.csv,0.58,0.5,0.51,0.48,0.7,1.0,0.18,0.38,0.52,0.43,0.22,0.41,0.49,0.49,0.49,0.83,0.03,0.4,0.39,0.52
biopax.csv,0.65,0.67,0.79,0.61,0.67,0.34,0.3,0.44,0.62,0.53,0.36,0.67,0.58,0.59,0.62,0.98,0.05,0.47,0.42,0.64
bl-toolkit.csv,0.42,0.47,1.0,0.54,0.39,0.09,0.24,0.36,0.31,0.17,0.18,0.6,0.48,0.3,0.25,0.65,0.05,0.4,0.24,0.42
clamav.csv,0.49,0.54,0.37,0.24,0.49,0.16,0.2,0.43,0.54,0.98,0.33,0.53,0.48,0.46,0.54,0.34,0.1,0.42,0.47,0.45
crux-framework.csv,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.14,0.48,0.04,0.16,0.4,0.0,0.8,0.0,0.0,0.0
gnupdate.csv,0.24,0.54,0.3,0.54,0.48,0.2,0.5,0.22,0.53,0.09,0.92,0.28,0.4,0.34,0.38,0.46,0.08,0.41,0.48,0.22
jmule.csv,0.46,0.58,0.67,0.66,0.65,0.21,0.15,0.45,0.62,0.48,0.36,0.72,0.56,0.51,0.62,0.62,0.1,0.53,0.49,0.98
mbse.csv,0.34,0.51,0.56,0.21,0.59,0.16,0.32,0.97,0.6,0.43,0.31,0.46,0.45,0.46,0.43,0.29,0.13,0.46,0.29,0.5
mplayer-ce.csv,0.55,0.47,0.62,0.35,0.62,0.08,0.14,0.25,0.48,0.21,0.17,0.52,0.35,0.46,0.97,0.34,0.04,0.35,0.32,0.39
ng4j.csv,0.29,0.39,0.5,0.48,0.58,0.15,0.29,0.46,0.61,0.55,0.57,0.42,0.5,0.35,0.52,0.5,0.11,0.44,0.95,0.67
ns-3-dev-def-routing.csv,0.34,0.53,0.47,0.43,0.18,0.21,0.06,0.28,0.22,0.35,0.25,0.4,0.28,0.98,0.5,0.68,0.0,0.29,0.3,0.21
openxava.csv,0.62,0.43,0.55,0.3,0.51,0.15,1.0,0.21,0.41,0.31,0.14,0.29,0.47,0.4,0.33,0.4,0.11,0.45,0.35,0.49
phonon-vlc-mplayer.csv,0.41,0.55,0.61,0.99,0.34,0.16,0.15,0.47,0.41,0.33,0.41,0.41,0.52,0.43,0.39,0.63,0.05,0.43,0.36,0.24
qgis.csv,0.41,0.99,0.44,0.56,0.66,0.12,0.17,0.48,0.51,0.22,0.32,0.56,0.45,0.49,0.47,0.7,0.05,0.45,0.45,0.27
vars-redux.csv,0.35,0.5,0.44,0.27,0.47,0.24,0.24,0.5,1.0,0.46,0.29,0.4,0.41,0.43,0.47,0.27,0.1,0.53,0.4,0.33
xamj.csv,0.55,0.51,0.41,0.18,0.64,0.12,0.34,0.4,0.56,0.53,0.31,0.75,0.48,0.51,0.62,0.63,0.04,0.98,0.4,0.59
yafdotnet.csv,0.37,0.45,0.68,0.41,0.52,0.1,0.35,0.4,0.65,0.42,0.26,0.56,0.98,0.4,0.46,0.49,0.11,0.53,0.39,0.65
