,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.39,0.04,0.5,0.25,0.84,0.48
chaperon.csv,0.32,0.24,0.3,1.0,0.38,0.48
mule.csv,0.68,0.06,0.25,0.5,0.45,0.8
nunit.csv,0.29,0.57,0.22,0.5,0.16,0.68
springside.csv,0.76,0.8,0.42,0.75,0.52,0.78
swtfox.csv,0.29,0.73,0.68,0.5,0.09,0.28
