,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.73,0.33,0.27,0.08,1.0,0.27
chaperon.csv,0.7,0.46,0.31,0.4,0.88,0.31
mule.csv,0.71,0.5,0.36,0.14,1.0,0.31
nunit.csv,0.74,0.51,0.27,0.18,1.0,0.4
springside.csv,0.7,0.61,0.3,0.08,0.97,0.35
swtfox.csv,0.54,0.33,0.64,0.1,0.62,0.18
