,recall,precision,pf,pci_20,ifa,wins
avisynth2.csv,0.08,0.5,0.02,0.68,1.0,14
botsnscouts.csv,0.71,0.51,0.45,0.38,1.0,10
bscwweasel.csv,0.43,0.5,0.29,0.6,1.0,12
bzbyte.csv,0.99,0.32,0.98,0.37,3.0,0
capcode.csv,0.65,0.38,0.62,0.5,2.0,2
emite.csv,0.38,0.52,0.36,0.58,3.0,5
fbmanager.csv,0.4,0.58,0.19,0.5,1.0,13
lcfizvtop.csv,0.67,0.49,0.37,0.37,1.0,9
mediaportal.csv,0.39,0.62,0.15,0.57,0.0,15
nodal.csv,0.28,0.61,0.15,0.7,0.0,17
paintown.csv,0.85,0.46,0.94,0.42,1.0,4
powerfolder.csv,0.39,0.48,0.27,0.57,1.0,11
retromenu.csv,0.24,0.67,0.1,0.71,1.0,16
smbopensoft.csv,0.87,0.46,0.78,0.39,1.0,8
sqlpower-library.csv,0.93,0.47,0.82,0.37,1.0,7
st-filteredstatistics.csv,0.81,0.47,0.79,0.4,1.0,6
triplea.csv,0.88,0.51,0.77,0.41,2.0,3
uface.csv,0.93,0.49,0.76,0.36,3.0,1
