,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,1.0,1.0,1.0,1.0,0.83,0.85,0.86,0.92,0.97,0.91,0.87,0.91,0.05,1.0,0.77,0.73,1.0,0.98,0.95
botsnscouts.csv,0.51,0.91,0.58,0.41,0.61,0.61,0.98,0.93,0.37,0.78,0.51,0.73,0.48,0.67,0.67,0.58,0.59,0.5,0.3
bscwweasel.csv,0.52,0.98,0.64,0.68,0.64,0.36,0.57,0.6,0.86,0.77,0.67,0.89,0.86,0.23,0.62,0.61,0.84,0.74,0.47
bzbyte.csv,0.95,1.0,1.0,1.0,0.66,0.82,1.0,0.79,0.81,1.0,1.0,1.0,1.0,0.98,0.39,1.0,1.0,1.02,1.0
capcode.csv,0.95,0.97,0.78,0.84,0.63,0.8,0.69,0.35,0.66,0.68,0.72,0.68,0.73,0.96,0.62,0.76,0.81,1.01,0.59
emite.csv,0.59,0.81,0.91,0.63,0.7,0.74,0.71,0.81,0.78,0.83,0.71,0.6,0.39,0.8,0.71,0.64,0.54,0.9,0.82
fbmanager.csv,0.68,0.73,0.73,0.38,0.47,0.71,0.52,0.62,0.59,0.81,0.91,0.76,0.81,0.4,0.64,1.0,0.97,0.4,0.48
lcfizvtop.csv,0.73,0.95,0.61,0.51,0.72,0.62,0.71,0.61,0.55,0.74,0.73,0.38,1.02,0.42,0.54,0.71,0.69,0.41,0.35
mediaportal.csv,0.74,0.52,0.71,0.94,0.53,0.58,0.45,0.5,0.63,0.92,0.52,0.92,0.37,0.8,0.84,0.51,0.9,0.71,0.61
nodal.csv,0.84,0.99,0.59,0.86,0.73,0.56,0.91,0.64,0.89,0.42,0.75,0.73,1.01,0.66,0.75,0.64,0.87,0.64,0.44
paintown.csv,0.36,1.0,0.65,0.6,0.94,0.99,0.94,1.0,1.01,0.98,1.0,0.67,0.95,0.93,0.65,0.68,0.86,1.08,1.0
powerfolder.csv,0.59,0.81,0.79,0.57,0.69,0.66,0.48,0.89,0.71,0.86,0.76,0.53,0.41,0.1,0.7,0.66,0.94,0.84,0.78
retromenu.csv,0.88,0.65,0.91,0.63,0.77,0.73,0.3,0.57,0.57,0.79,0.65,0.65,1.0,0.8,0.8,0.67,0.78,0.83,0.81
smbopensoft.csv,0.89,0.28,0.86,0.76,0.71,0.67,0.87,0.62,0.85,0.62,1.0,0.55,0.9,0.79,0.82,0.95,0.81,1.0,0.34
sqlpower-library.csv,0.98,0.98,0.78,0.87,0.49,0.71,0.6,0.81,1.0,0.77,0.85,1.0,1.0,0.77,0.77,1.0,0.84,1.0,0.51
st-filteredstatistics.csv,0.51,0.97,0.88,0.8,0.96,0.71,0.96,0.79,0.56,0.98,0.28,0.87,0.59,0.9,0.77,0.88,0.74,1.01,0.94
triplea.csv,0.56,0.9,0.4,0.57,0.74,0.82,1.0,0.83,0.85,0.87,0.77,0.54,0.84,0.79,0.72,0.77,0.84,1.0,0.76
uface.csv,0.73,1.0,0.92,0.78,0.59,0.58,0.76,0.7,0.93,0.69,0.92,0.67,1.0,0.74,0.78,0.89,0.64,1.0,0.07
