,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.95,0.67,0.75,0.93,0.54,0.5,0.77,0.81,0.0,0.0,0.94,0.01
ivatamasks.csv,0.89,0.52,0.5,0.7,0.8,0.31,0.7,0.99,0.89,1.0,0.65,1.0
orc.csv,0.05,0.51,0.94,0.55,0.1,0.62,0.9,0.0,0.0,1.0,0.34,0.01
plato.csv,1.0,0.98,0.75,0.67,0.84,0.86,1.0,0.44,1.0,1.0,0.96,0.99
proftp.csv,0.0,0.2,0.44,0.37,0.05,0.43,0.73,0.38,0.0,1.0,0.41,0.0
tycho.csv,0.16,0.67,0.31,0.58,0.18,0.21,0.2,0.23,0.69,0.0,0.67,0.0
uclmda.csv,0.0,0.01,0.0,0.0,0.31,0.1,0.1,0.01,0.43,0.0,0.03,0.99
umber.csv,0.89,0.85,1.0,0.92,0.55,0.95,0.93,0.9,0.14,1.0,0.47,0.99
unicase.csv,0.84,0.9,1.0,0.96,0.33,1.0,1.0,0.72,0.34,1.0,0.78,0.01
vienna-add-in.csv,0.79,0.7,0.75,0.68,0.7,0.38,0.0,0.93,0.66,0.0,0.44,0.77
wpdev.csv,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.93,1.0,1.0,1.0,0.94
