,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.26,0.67,0.45,0.33,0.92,0.75,0.0,0.11,0.09
freedom-erp.csv,0.0,0.17,0.67,0.07,0.19,0.81,0.77,0.0,0.0,0.0
jahshaka.csv,0.06,0.55,0.31,0.24,0.43,0.33,0.46,0.06,0.04,0.12
jmoney.csv,0.0,0.47,0.71,0.36,0.3,0.62,0.43,0.0,0.13,0.17
reaper3d.csv,0.0,0.32,0.58,0.47,0.16,0.3,0.62,0.0,0.12,0.29
sblim.csv,0.07,0.26,0.68,0.6,0.12,0.28,0.51,0.0,0.05,0.17
swtfox.csv,0.08,0.23,0.38,0.44,0.66,0.32,0.17,0.0,0.12,0.08
tart.csv,0.0,0.18,0.52,0.48,0.52,0.39,0.0,0.0,0.32,0.16
