,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.4,0.82,0.75,0.36,0.88,0.36,0.0,0.24,0.14
freedom-erp.csv,0.0,0.11,0.72,0.06,0.23,0.71,0.75,0.0,0.0,0.0
jahshaka.csv,0.91,0.8,0.4,0.39,0.42,0.24,0.42,0.78,0.23,0.49
jmoney.csv,0.0,0.66,0.76,0.61,0.33,0.51,0.35,0.0,0.59,0.53
reaper3d.csv,0.0,0.31,0.73,0.68,0.12,0.22,0.58,0.0,0.58,0.83
sblim.csv,0.93,0.46,0.78,0.77,0.1,0.19,0.45,0.0,0.23,0.15
swtfox.csv,0.95,0.45,0.49,0.7,0.68,0.23,0.12,0.0,0.63,0.28
tart.csv,0.0,0.21,0.61,0.62,0.6,0.28,0.0,0.0,0.94,0.52
