,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.77,0.33,0.39,0.63,0.8,0.0,0.9,0.85,0.94,0.14
freedom-erp.csv,0.0,0.0,0.2,0.07,0.54,0.25,0.39,0.08,0.13,0.05
jahshaka.csv,0.32,0.27,0.59,0.45,0.23,0.0,0.43,0.58,0.49,0.56
jmoney.csv,0.49,0.24,0.17,0.5,0.42,0.0,0.19,0.54,0.43,0.34
reaper3d.csv,0.58,0.1,0.46,0.32,0.11,0.0,0.4,0.59,0.49,0.33
sblim.csv,0.27,0.47,0.27,0.21,0.11,0.0,0.3,0.83,0.39,0.03
swtfox.csv,0.22,0.57,0.56,0.4,0.2,0.5,0.16,0.81,0.66,0.4
tart.csv,0.54,0.18,0.71,0.23,0.48,0.5,0.01,0.14,0.24,0.39
