,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.32,0.41,0.49,0.41,0.37,0.38,0.45,0.64,0.44,0.51,0.43,0.37,0.31,0.43,0.54,0.42,0.44,0.55,0.5,0.38
checker-framework.csv,0.4,0.41,0.86,0.4,0.41,0.38,0.51,0.48,0.53,0.51,0.43,0.38,0.36,0.47,0.41,0.47,0.54,0.53,0.43,0.41
customsagetv.csv,0.92,0.93,0.8,0.75,0.45,0.61,0.86,0.8,0.74,0.56,0.83,0.62,0.48,0.96,0.0,0.97,0.75,0.97,0.56,0.47
elvishrayrenderer.csv,0.31,0.77,0.49,0.4,0.57,0.82,0.5,0.42,0.58,0.73,0.59,0.34,0.45,0.44,0.56,0.51,0.58,0.46,0.93,0.38
guineu.csv,0.48,0.55,0.0,0.83,0.52,0.57,0.39,0.8,0.65,0.52,0.55,0.5,0.45,0.8,0.75,0.95,0.78,0.85,0.45,0.53
inkscape.csv,0.45,0.42,0.75,0.4,0.92,0.51,0.56,0.69,0.55,0.61,0.45,0.52,0.41,0.0,0.4,0.0,0.55,0.54,0.4,0.43
mesa3d.csv,0.39,0.83,0.67,0.0,0.56,0.41,0.41,0.93,0.55,0.57,0.56,0.47,0.7,0.36,0.91,0.47,0.55,0.7,0.89,0.35
nsis.csv,0.39,0.5,0.53,0.87,0.42,0.43,0.7,0.63,0.59,0.59,0.39,0.45,0.47,0.98,0.56,0.82,0.59,0.57,0.47,0.5
octave.csv,0.49,0.7,0.75,0.82,0.59,0.92,0.46,0.95,0.78,0.67,0.53,0.94,0.44,0.91,0.55,0.97,0.77,0.97,0.67,0.69
oorexx.csv,0.5,0.7,0.67,0.83,0.42,0.4,0.42,0.51,0.5,0.41,0.47,0.59,0.42,0.46,0.91,0.78,0.51,0.75,0.43,0.38
owfs.csv,0.32,0.46,0.49,0.54,0.43,0.4,0.43,0.51,0.44,0.53,0.41,0.42,0.39,0.47,0.45,0.64,0.43,0.5,0.4,0.38
owlib.csv,0.32,0.38,0.39,0.3,0.39,0.33,0.31,0.32,0.37,0.35,0.58,0.33,0.33,0.33,0.78,0.35,0.37,0.43,0.34,0.28
prelude.csv,0.3,0.4,0.44,0.4,0.36,0.34,0.43,0.51,0.44,0.44,0.38,0.36,0.33,0.42,0.42,0.4,0.43,0.46,0.39,0.33
robocode.csv,0.39,0.49,0.0,0.5,0.47,0.33,0.46,0.57,0.48,0.39,0.44,0.41,0.46,0.37,0.56,0.41,0.49,0.65,0.39,0.32
tencompetence.csv,0.88,0.58,0.63,0.82,0.93,0.92,0.5,0.76,0.93,0.9,0.77,0.92,0.87,0.99,0.88,0.68,0.96,0.68,0.53,0.57
trinitycore.csv,0.95,0.96,0.0,0.67,0.58,0.56,0.75,0.61,0.56,0.48,0.56,0.9,0.55,0.56,0.67,0.66,0.53,0.84,0.55,0.5
uwom-server.csv,0.7,0.57,0.0,0.41,0.47,0.53,0.71,0.51,0.5,0.44,0.35,0.66,0.61,0.43,0.75,0.42,0.5,0.75,0.56,0.38
xfce.csv,0.35,0.42,0.49,0.43,0.48,0.36,0.38,0.47,0.48,0.47,0.52,0.41,0.44,0.39,0.73,0.42,0.53,0.47,0.62,0.46
zengine.csv,0.31,0.4,0.45,0.36,0.39,0.36,0.43,0.54,0.43,0.47,0.44,0.37,0.31,0.41,0.4,0.4,0.43,0.46,0.38,0.37
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.43,0.4,0.53,0.41,0.49,0.58,0.44,0.33
