,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.84,0.7,0.97,1.02,0.92,0.33,0.79,1.04,0.87,0.88,0.74,0.8,0.95,0.8,1.03,0.64,0.85,0.88,0.73,0.5
cme.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.97,0.98,0.02
free-evolution.csv,0.42,0.99,1.01,0.62,0.8,0.99,0.59,0.87,0.92,0.77,0.83,0.62,0.75,0.82,1.0,0.94,0.7,0.54,0.39,0.94
gtad.csv,0.17,0.69,0.89,0.86,0.58,0.59,0.9,0.93,0.83,0.7,0.62,0.75,0.6,0.92,0.79,0.51,0.67,0.77,0.77,1.02
gusanos.csv,0.87,0.92,0.88,0.29,0.45,0.5,0.8,0.92,0.42,0.78,0.44,0.6,0.57,0.65,0.28,0.59,0.69,0.69,0.74,0.56
kaffeine.csv,0.92,0.81,1.01,0.19,0.56,0.66,0.6,0.93,0.46,0.75,0.73,0.91,0.87,0.94,0.76,0.88,0.87,0.68,0.8,0.9
lcfizvtop.csv,0.45,0.91,1.06,0.54,0.48,0.56,0.79,0.88,0.69,0.65,0.42,0.65,0.82,0.29,0.97,0.66,0.68,0.55,0.57,0.56
m-a-d-n-e-s-s.csv,0.5,0.82,0.99,0.9,0.55,0.61,0.75,1.09,0.61,0.9,0.69,0.77,0.39,1.0,0.97,0.49,0.69,0.91,0.86,1.04
m-m-m.csv,0.46,0.7,0.68,0.71,0.8,0.92,0.43,0.89,0.91,0.86,0.94,0.78,0.63,0.85,0.53,0.89,0.74,0.65,0.46,1.02
mediaportal.csv,1.0,0.8,1.0,0.94,0.73,0.88,0.83,0.81,0.75,0.89,0.63,0.84,0.8,0.91,0.8,0.65,0.49,0.97,0.85,1.02
mvnforum.csv,0.74,0.82,0.62,0.86,0.9,0.94,0.76,0.95,0.57,0.49,1.0,0.65,0.83,0.95,0.9,0.9,0.85,0.86,0.62,1.06
myfaces.csv,0.83,0.74,0.97,0.84,0.62,0.8,0.77,1.07,0.51,0.85,0.37,0.6,0.41,0.69,0.67,0.46,0.6,0.76,0.61,0.49
nh3d.csv,1.0,0.63,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84,0.98,1.0,1.0,0.99,1.0,1.0,1.0,1.0
ogrehg.csv,0.65,0.68,1.0,0.78,0.75,0.95,0.83,0.85,0.73,0.74,0.77,0.42,0.53,0.79,0.55,0.84,0.61,0.69,0.7,0.65
pnotepad.csv,0.66,0.62,1.02,0.47,0.54,0.89,0.51,0.96,0.64,0.75,0.72,0.68,0.47,0.55,0.91,0.91,0.8,0.59,0.12,0.94
pydev.csv,0.55,0.7,0.93,0.65,0.68,0.66,0.75,0.64,0.51,0.74,0.56,0.63,0.45,0.59,0.73,0.43,0.55,0.64,0.61,0.6
sarasvati.csv,0.56,0.78,0.5,0.9,0.37,0.77,0.85,1.03,0.69,0.76,0.49,0.8,0.68,0.7,0.84,0.8,0.54,0.85,0.83,0.66
taokgame.csv,0.54,0.87,1.0,0.9,0.84,0.85,0.96,0.1,0.58,0.88,0.78,0.82,0.92,0.82,0.93,0.75,0.83,0.82,0.85,0.64
tokratan.csv,0.7,0.81,0.99,0.8,0.75,0.77,0.6,1.17,0.4,0.69,0.62,0.59,0.47,0.68,0.76,0.47,0.58,0.77,0.52,0.63
wgs-assembler.csv,0.48,0.56,0.98,0.65,0.85,0.8,0.82,0.51,0.67,0.69,0.78,0.55,0.57,0.85,0.41,0.89,0.54,0.81,0.53,1.11
