,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.48,0.6,0.21,1.0,0.6,0.4,1.0,0.8,0.25,0.86
aubit4gl.csv,0.23,0.11,0.16,0.22,0.93,0.12,0.52,0.65,0.26,0.24
liferea.csv,0.32,0.0,0.26,1.0,0.47,0.21,0.5,0.84,0.44,0.25
moving-pictures.csv,0.32,0.1,0.19,0.0,0.56,0.08,1.0,0.75,0.24,0.16
opensim4opencog.csv,0.6,1.0,0.67,0.67,0.52,1.0,0.4,0.8,0.36,0.33
plearn.csv,0.94,0.17,0.33,0.15,0.51,0.11,0.44,0.67,0.52,0.19
psrchive.csv,1.0,0.0,1.0,0.0,0.79,0.29,1.0,1.0,0.89,0.0
re2c.csv,0.38,1.0,0.19,0.05,0.6,0.08,0.45,0.65,0.3,0.11
rebecca-aiml.csv,0.48,1.0,0.21,0.25,0.54,0.13,0.42,0.73,0.98,0.19
xfce.csv,0.35,0.12,0.17,0.25,0.53,0.16,0.44,0.98,0.29,0.21
