,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.09,0.04,0.15,0.0,0.04,0.04,0.0,0.1,0.23,0.03
aubit4gl.csv,0.77,0.49,0.65,0.57,0.08,0.59,0.42,0.64,0.83,0.49
liferea.csv,0.29,0.25,0.19,0.0,0.4,0.27,0.26,0.17,0.11,0.31
moving-pictures.csv,0.64,0.92,0.79,0.05,0.38,0.35,0.0,0.18,0.67,0.57
opensim4opencog.csv,0.04,0.0,0.03,0.05,0.5,0.0,0.1,0.27,0.14,0.03
plearn.csv,0.02,0.37,0.19,0.5,0.81,0.19,0.77,0.56,0.31,0.56
psrchive.csv,0.0,0.02,0.0,0.05,0.06,0.07,0.0,0.0,0.01,0.02
re2c.csv,0.29,0.0,0.63,0.43,0.44,0.56,0.58,0.51,0.72,0.5
rebecca-aiml.csv,0.1,0.0,0.35,0.41,0.71,0.5,0.58,0.44,0.01,0.41
xfce.csv,0.49,0.75,0.53,0.55,0.65,0.67,0.74,0.04,0.46,0.59
