,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.94,0.7,1.0,0.92,0.75,0.97,0.86,0.88,0.8,0.84,0.93,0.93,0.0,0.98,0.94,0.0,0.98,0.89,0.95,0.67
fbmanager.csv,0.0,0.1,0.12,0.27,0.13,0.21,0.29,0.27,0.13,0.16,0.21,0.22,0.28,0.18,0.07,0.0,0.16,0.26,0.16,0.07
fleet-simulator.csv,0.45,0.61,0.5,0.55,0.83,0.81,0.79,0.63,0.79,0.88,0.64,0.97,0.72,0.81,0.66,0.0,0.27,0.84,0.84,0.43
hannosset.csv,0.1,0.21,0.0,0.25,0.09,0.09,0.14,0.19,0.18,0.0,0.07,0.0,0.06,0.05,0.17,0.0,0.25,0.26,0.26,0.11
hydrate.csv,0.16,0.02,0.25,0.14,0.01,0.1,0.21,0.02,0.11,0.1,0.0,0.04,0.11,0.29,0.08,0.0,0.02,0.32,0.0,0.0
jgossipforum.csv,0.1,0.05,0.0,0.01,0.04,0.03,0.0,0.0,0.02,0.0,0.07,0.12,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.02
jruby.csv,0.35,0.56,0.38,0.63,0.37,0.31,0.79,0.54,0.64,0.43,0.07,0.51,0.06,0.66,0.77,0.0,0.38,0.0,0.68,0.44
madman.csv,0.0,0.08,0.0,0.08,0.03,0.15,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.04,0.02,0.0,0.18,0.11,0.0,0.04
mediaportal.csv,0.0,0.95,0.0,0.16,0.98,0.29,0.79,0.91,0.86,0.06,0.36,0.07,0.83,0.02,0.36,1.0,0.4,0.89,0.32,1.0
ninject.csv,0.0,0.93,0.0,0.24,0.67,0.1,0.71,0.11,0.79,0.12,0.0,0.09,0.33,0.12,0.04,0.12,0.0,0.63,0.16,0.5
officefloor.csv,0.74,0.93,0.12,0.0,0.99,0.73,0.79,0.0,0.83,0.69,0.36,0.83,0.78,0.38,0.01,1.0,0.84,0.84,0.53,1.0
ontopia.csv,0.71,1.0,0.75,0.61,0.7,0.71,0.0,0.77,0.63,0.8,1.0,0.93,0.83,0.8,0.7,0.88,0.76,0.58,0.74,0.96
poormans.csv,0.45,0.05,1.0,0.25,0.15,0.35,0.43,0.05,0.24,0.47,0.29,0.22,0.17,0.47,0.02,0.0,0.15,0.16,0.37,0.02
power-architect.csv,0.48,0.75,0.75,0.49,0.27,0.43,0.79,0.48,0.78,0.59,0.0,0.42,0.39,0.85,0.55,0.12,0.71,0.95,1.0,0.5
powerfolder.csv,0.0,0.0,0.0,0.02,0.01,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.06,0.01,0.0,0.0,0.05,0.0,0.0
stuproa-cims.csv,0.55,0.43,0.62,0.91,0.0,0.66,0.71,0.7,0.5,0.67,0.79,0.57,0.5,0.83,0.85,0.0,0.85,0.58,1.0,0.39
tart.csv,0.03,0.03,0.0,0.01,0.01,0.0,0.07,0.0,0.11,0.02,0.0,0.0,0.06,0.01,0.0,0.0,0.02,0.0,0.0,0.0
uface.csv,0.97,0.66,1.0,0.79,0.72,1.0,0.86,0.66,0.8,1.0,1.0,0.99,0.89,0.98,0.73,0.12,0.82,0.63,1.0,0.0
wxlua.csv,0.81,1.0,0.25,0.72,0.95,0.52,0.79,0.86,0.91,0.94,0.64,1.0,0.72,0.67,0.8,0.12,0.98,0.89,0.74,0.96
