,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.47,0.41,0.5,0.44,0.37,0.35,0.37,0.45,0.34,0.43,0.33,0.39,0.39,0.37,0.48,0.36,0.37,0.45,0.4,0.38
fbmanager.csv,0.5,0.83,0.83,0.55,0.82,0.71,0.73,0.62,0.94,0.82,0.73,0.69,0.48,0.76,0.93,0.89,0.9,0.75,0.9,0.96
fleet-simulator.csv,0.37,0.45,0.39,0.42,0.33,0.35,0.34,0.41,0.32,0.37,0.32,0.36,0.37,0.33,0.38,0.3,0.5,0.43,0.35,0.37
hannosset.csv,0.75,0.92,0.8,1.0,0.93,0.88,0.95,0.98,0.95,0.0,0.5,0.83,0.83,0.97,0.96,0.5,0.93,0.97,0.88,0.77
hydrate.csv,0.89,0.5,0.75,0.86,0.86,0.89,0.93,0.8,0.94,0.8,0.88,0.75,0.9,0.57,0.94,0.89,0.67,0.56,0.41,0.75
jgossipforum.csv,0.75,0.67,0.5,0.95,0.93,0.67,0.0,0.83,0.67,0.67,0.67,0.88,0.83,0.98,0.0,0.0,0.0,0.67,0.83,0.89
jruby.csv,0.77,0.49,0.92,0.38,0.6,0.86,0.38,0.54,0.4,0.52,0.75,0.46,0.69,0.37,0.4,0.56,0.56,0.48,0.56,0.49
madman.csv,0.5,0.83,0.5,0.99,0.91,0.93,0.86,0.0,0.83,0.88,0.5,0.8,0.83,0.97,0.5,0.0,0.92,0.96,0.5,0.96
mediaportal.csv,0.0,0.4,0.5,0.98,0.37,0.96,0.41,0.44,0.42,0.67,0.73,0.83,0.54,0.94,0.69,0.34,0.65,0.53,0.61,0.45
ninject.csv,0.75,0.4,0.5,0.73,0.46,0.9,0.4,0.96,0.41,0.78,0.8,0.86,0.58,0.93,0.91,0.31,0.8,0.59,0.53,0.52
officefloor.csv,0.49,0.4,0.0,0.97,0.37,0.45,0.4,0.0,0.44,0.54,0.78,0.44,0.56,0.86,0.83,0.34,0.48,0.57,0.76,0.45
ontopia.csv,0.44,0.37,0.59,0.45,0.46,0.4,0.37,0.44,0.41,0.4,0.36,0.38,0.38,0.36,0.45,0.39,0.4,0.46,0.36,0.51
poormans.csv,0.81,0.75,0.57,0.54,0.97,0.81,0.6,0.92,0.68,0.71,0.52,0.94,0.61,0.56,0.68,0.43,0.7,0.54,0.52,0.91
power-architect.csv,0.88,0.4,0.71,0.42,0.69,0.72,0.42,0.65,0.4,0.66,0.41,0.84,0.47,0.36,0.6,0.44,0.49,0.46,0.37,0.46
powerfolder.csv,0.0,0.0,0.0,0.96,0.67,0.8,0.5,0.0,0.83,0.0,0.67,0.0,0.8,0.98,0.83,0.0,0.0,0.67,0.67,0.0
stuproa-cims.csv,0.73,0.52,0.74,0.49,0.8,0.44,0.32,0.46,0.48,0.49,0.36,0.55,0.38,0.38,0.5,0.41,0.43,0.46,0.39,0.41
tart.csv,0.0,0.5,0.0,0.94,0.5,0.8,0.0,0.0,0.92,0.0,0.67,0.0,0.75,0.86,0.0,0.75,0.0,0.0,0.0,0.0
uface.csv,0.42,0.44,0.51,0.39,0.37,0.35,0.31,0.41,0.31,0.4,0.35,0.36,0.34,0.37,0.39,0.33,0.38,0.42,0.38,0.37
wxlua.csv,0.57,0.38,0.52,0.62,0.38,0.43,0.36,0.46,0.38,0.41,0.4,0.37,0.46,0.58,0.59,0.29,0.4,0.49,0.39,0.49
