,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.24,0.68,0.0,0.3,0.55,0.13,0.39,0.18,0.56,0.49,0.26,0.26,1.0,0.09,0.24,0.66,0.09,0.37,0.2,0.7
fbmanager.csv,1.0,0.0,0.07,0.6,0.41,0.44,0.28,0.78,0.24,0.43,0.26,0.2,0.39,0.43,0.18,0.2,0.24,0.18,0.25,0.24
fleet-simulator.csv,0.67,0.76,0.48,0.73,0.45,0.54,0.49,0.75,0.57,0.41,0.65,0.13,0.52,0.52,0.68,1.0,0.62,0.46,0.48,0.76
hannosset.csv,0.04,0.0,0.07,0.16,0.05,0.0,0.3,0.0,0.0,0.0,0.02,1.0,0.11,0.07,0.07,0.05,0.0,0.25,0.11,0.4
hydrate.csv,0.14,1.0,0.02,0.37,0.13,0.0,0.17,0.0,0.64,0.0,0.18,0.2,0.17,0.58,0.25,0.2,0.45,0.25,0.98,0.05
jgossipforum.csv,0.3,0.0,0.02,0.04,0.18,0.0,0.01,1.0,0.0,0.43,0.05,0.0,0.09,0.15,0.0,0.02,0.0,0.02,0.22,0.09
jruby.csv,0.36,0.8,0.12,0.69,0.39,0.0,0.5,0.7,0.64,0.28,0.33,0.83,0.3,0.63,0.59,0.38,0.76,1.0,0.4,0.65
madman.csv,0.07,0.98,0.02,0.21,0.13,0.24,0.11,0.0,0.24,1.0,0.05,0.0,0.13,0.15,0.0,0.0,0.45,0.25,0.07,0.26
mediaportal.csv,0.0,0.0,0.02,0.44,0.09,0.0,0.51,0.28,0.29,0.0,0.42,0.2,0.39,0.85,0.3,0.0,0.23,0.36,0.4,0.0
ninject.csv,0.15,0.27,0.02,0.36,0.5,0.24,0.57,0.0,0.34,0.43,0.11,0.2,0.39,0.33,0.21,0.92,1.0,0.62,0.47,0.61
officefloor.csv,0.5,0.0,0.0,0.87,0.05,0.57,0.51,0.0,0.0,0.52,0.44,0.28,0.42,0.28,0.18,0.0,0.31,0.43,0.35,0.0
ontopia.csv,0.63,0.0,0.56,0.61,0.48,0.59,0.99,0.6,0.75,0.56,0.0,0.26,0.46,0.52,0.65,0.39,0.61,0.47,0.61,0.16
poormans.csv,0.38,0.99,0.0,0.65,0.28,0.0,0.28,0.24,0.44,0.14,0.39,0.54,0.3,0.56,0.95,0.58,0.45,0.29,0.56,0.24
power-architect.csv,0.35,0.62,0.51,0.62,0.46,0.43,0.41,0.0,0.52,0.39,1.0,0.36,0.55,0.46,0.58,0.69,0.59,0.21,0.0,0.64
powerfolder.csv,0.0,0.0,0.0,0.16,0.05,0.0,0.04,0.0,1.0,0.0,0.07,0.0,0.09,0.15,0.18,0.0,0.0,0.02,0.11,0.0
stuproa-cims.csv,0.47,0.87,0.42,0.33,0.93,0.52,0.63,0.68,0.83,0.45,0.44,0.7,0.56,0.48,0.45,0.68,0.43,0.55,0.0,0.77
tart.csv,0.0,0.0,0.01,0.06,0.02,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.02,0.0,0.09,0.0,0.0,0.0,0.0
uface.csv,0.13,0.72,0.0,0.57,0.59,0.0,0.44,0.72,0.56,0.0,0.0,0.05,0.36,0.09,0.65,0.92,0.52,0.59,0.0,0.99
wxlua.csv,0.43,,0.93,0.36,0.2,0.82,0.55,0.41,0.16,0.24,0.57,0.0,0.55,0.4,0.38,0.92,0.09,0.37,0.57,0.17
