,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.91,1.0,0.98,1.0,0.78,1.0,0.7,0.2,1.0,1.0,0.87,0.83,1.0,0.97,0.88,0.61,1.0,0.94,0.91,0.97
fbmanager.csv,1.0,0.0,0.06,0.58,0.36,0.4,0.24,0.8,0.2,0.38,0.22,0.17,0.35,0.38,0.15,0.17,0.2,0.15,0.21,0.2
fleet-simulator.csv,0.71,1.0,0.48,0.87,0.75,1.0,0.74,1.0,1.0,1.0,0.81,1.0,0.67,0.91,0.91,1.0,0.6,0.86,0.97,0.83
hannosset.csv,0.03,0.0,0.06,0.13,0.04,0.0,0.26,0.0,0.0,0.0,0.02,1.0,0.09,0.06,0.06,0.04,0.0,0.21,0.09,0.35
hydrate.csv,0.12,1.0,0.02,0.32,0.11,0.0,0.14,0.0,0.6,0.0,0.15,0.17,0.14,0.56,0.21,0.17,0.4,0.22,0.97,0.04
jgossipforum.csv,0.26,0.0,0.02,0.03,0.15,0.0,0.01,1.0,0.0,0.38,0.04,0.0,0.07,0.12,0.0,0.02,0.0,0.02,0.18,0.07
jruby.csv,0.32,1.0,0.1,0.89,0.36,0.0,0.76,0.8,0.8,0.25,0.28,1.0,0.26,0.81,0.97,0.33,0.8,1.0,0.42,0.68
madman.csv,0.06,1.0,0.02,0.18,0.11,0.2,0.09,0.0,0.2,1.0,0.04,0.0,0.11,0.12,0.0,0.0,0.4,0.21,0.06,0.22
mediaportal.csv,0.0,0.0,0.02,0.39,0.87,0.0,0.79,0.6,0.4,0.0,0.39,0.17,0.58,0.82,0.26,0.98,0.2,0.82,0.36,0.91
ninject.csv,0.12,1.0,0.02,0.32,0.58,0.2,0.75,0.0,0.4,0.38,0.09,0.17,0.35,0.29,0.18,0.93,1.0,0.75,0.42,0.64
officefloor.csv,0.65,0.0,0.0,0.84,0.87,0.8,0.8,0.0,0.0,0.62,0.41,0.33,0.54,0.25,0.15,1.0,0.4,0.76,0.33,0.89
ontopia.csv,0.88,1.0,0.8,0.71,0.56,0.8,0.99,1.0,1.0,1.0,0.83,0.83,0.79,0.88,0.91,0.87,1.0,0.48,0.91,0.69
poormans.csv,0.35,1.0,0.86,0.63,0.24,0.0,0.25,0.2,0.4,0.12,0.35,0.5,0.26,0.57,0.94,0.52,0.4,0.25,0.55,0.2
power-architect.csv,0.32,1.0,0.7,0.66,0.42,0.4,0.54,0.0,0.8,0.38,1.0,0.33,0.54,0.93,0.62,0.65,0.8,0.93,1.0,0.69
powerfolder.csv,0.0,0.0,0.0,0.13,0.04,0.0,0.03,0.0,1.0,0.0,0.06,0.0,0.07,0.12,0.15,0.0,0.0,0.02,0.09,0.0
stuproa-cims.csv,0.47,1.0,0.43,0.95,0.91,0.6,0.88,1.0,1.0,0.5,0.61,0.83,0.58,0.9,0.91,0.63,0.8,0.6,0.91,0.83
tart.csv,0.0,0.0,0.01,0.05,0.02,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.05,0.02,0.0,0.07,0.0,0.0,0.0,0.0
uface.csv,1.0,1.0,0.99,1.0,0.82,1.0,0.93,1.0,1.0,1.0,0.96,1.0,0.81,0.98,1.0,0.93,1.0,0.7,0.94,0.99
wxlua.csv,0.62,0.0,0.99,0.39,0.78,1.0,0.92,0.8,0.2,1.0,0.67,1.0,0.72,0.42,0.5,0.93,0.8,0.9,0.82,0.8
