,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.66,0.04,0.95,0.06,0.41,0.1,0.75,0.01,0.09,0.28,0.82,0.13,1.0,0.31,0.33,0.76,0.16,0.91,0.74,0.84
fbmanager.csv,1.0,0.0,0.11,0.1,0.43,0.15,0.37,0.12,0.09,0.32,0.35,0.09,0.49,0.35,0.21,0.29,0.13,0.25,0.33,0.33
fleet-simulator.csv,0.67,0.05,0.63,0.08,0.37,0.12,0.78,0.07,0.09,0.27,0.82,0.15,0.7,0.34,0.42,1.0,0.26,0.86,0.79,0.81
hannosset.csv,0.05,0.0,0.11,0.03,0.06,0.0,0.41,0.0,0.0,0.0,0.04,1.0,0.16,0.09,0.07,0.07,0.0,0.34,0.15,0.5
hydrate.csv,0.19,0.67,0.04,0.1,0.19,0.0,0.24,0.0,0.29,0.0,0.26,0.2,0.24,0.4,0.27,0.29,0.5,0.35,0.98,0.07
jgossipforum.csv,0.39,0.0,0.04,0.03,0.23,0.0,0.03,0.91,0.0,0.55,0.07,0.0,0.13,0.17,0.0,0.04,0.0,0.05,0.31,0.14
jruby.csv,0.39,0.06,0.18,0.07,0.31,0.0,0.8,0.06,0.09,0.13,0.43,0.26,0.41,0.35,0.4,0.5,0.27,1.0,0.47,0.71
madman.csv,0.11,0.29,0.04,0.1,0.18,0.11,0.17,0.0,0.18,1.0,0.07,0.0,0.19,0.18,0.0,0.0,0.24,0.34,0.11,0.36
mediaportal.csv,0.0,0.0,0.04,0.11,0.38,0.0,0.82,0.03,0.04,0.0,0.52,0.17,0.63,0.87,0.2,0.92,0.07,0.84,0.47,0.75
ninject.csv,0.21,0.03,0.04,0.06,0.34,0.13,0.8,0.0,0.04,0.35,0.17,0.15,0.48,0.32,0.27,0.95,1.0,0.81,0.56,0.68
officefloor.csv,0.56,0.0,0.0,0.85,0.38,0.11,0.82,0.0,0.0,0.21,0.54,0.06,0.61,0.17,0.25,0.93,0.08,0.81,0.41,0.74
ontopia.csv,0.7,0.03,0.85,0.06,0.32,0.11,0.99,0.06,0.12,0.29,0.8,0.13,0.77,0.33,0.4,0.87,0.19,0.61,0.78,0.64
poormans.csv,0.4,0.4,0.88,0.12,0.29,0.0,0.38,0.12,0.11,0.06,0.49,0.25,0.4,0.32,0.94,0.68,0.27,0.4,0.62,0.34
power-architect.csv,0.37,0.04,0.79,0.07,0.39,0.09,0.64,0.0,0.08,0.15,1.0,0.11,0.65,0.33,0.33,0.78,0.17,0.9,0.78,0.71
powerfolder.csv,0.0,0.0,0.0,0.15,0.07,0.0,0.05,0.0,0.91,0.0,0.11,0.0,0.13,0.17,0.25,0.0,0.0,0.03,0.17,0.0
stuproa-cims.csv,0.48,0.07,0.58,0.06,0.95,0.09,0.88,0.06,0.14,0.18,0.67,0.2,0.67,0.33,0.36,0.77,0.14,0.71,0.73,0.82
tart.csv,0.0,0.0,0.02,0.07,0.04,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.05,0.0,0.14,0.0,0.0,0.0,0.0
uface.csv,0.69,0.05,0.95,0.07,0.43,0.1,0.89,0.06,0.09,0.25,0.87,0.15,0.77,0.32,0.42,0.95,0.18,0.78,0.75,1.0
wxlua.csv,0.52,0.0,0.98,0.03,0.36,0.18,0.89,0.04,0.02,0.26,0.73,0.15,0.74,0.19,0.22,0.95,0.13,0.88,0.73,0.7
