,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.52,0.02,0.91,0.03,0.28,0.05,0.82,0.01,0.05,0.16,0.78,0.07,1.0,0.19,0.2,1.0,0.08,0.88,0.62,0.74
fbmanager.csv,1.0,0.0,0.83,0.06,0.51,0.1,0.82,0.06,0.06,0.27,0.8,0.06,0.8,0.33,0.36,1.0,0.1,0.79,0.7,0.85
fleet-simulator.csv,0.63,0.03,0.91,0.04,0.25,0.06,0.84,0.03,0.05,0.16,0.83,0.08,0.75,0.21,0.27,1.0,0.17,0.87,0.67,0.8
hannosset.csv,0.25,0.0,1.0,0.01,0.13,0.0,0.91,0.0,0.0,0.0,0.5,1.0,0.83,0.23,0.08,1.0,0.0,0.84,0.38,0.86
hydrate.csv,0.44,0.5,0.5,0.06,0.86,0.0,0.79,0.0,0.19,0.0,1.0,0.25,0.8,0.31,0.41,1.0,0.67,0.82,1.0,1.0
jgossipforum.csv,0.75,0.0,1.0,0.05,0.57,0.0,1.0,0.83,0.0,1.0,0.67,0.0,0.67,0.33,0.0,1.0,0.0,1.0,1.0,0.89
jruby.csv,0.5,0.03,0.75,0.04,0.27,0.0,0.84,0.03,0.05,0.09,0.94,0.15,0.94,0.22,0.25,1.0,0.16,1.0,0.52,0.75
madman.csv,1.0,0.17,1.0,0.06,0.55,0.07,1.0,0.0,0.17,1.0,1.0,0.0,1.0,0.41,0.0,0.0,0.17,0.93,1.0,0.92
mediaportal.csv,0.0,0.0,1.0,0.07,0.25,0.0,0.85,0.01,0.02,0.0,0.81,0.17,0.69,0.93,0.16,0.87,0.04,0.86,0.67,0.64
ninject.csv,1.0,0.02,1.0,0.04,0.24,0.1,0.85,0.0,0.02,0.33,1.0,0.14,0.77,0.35,0.55,0.98,1.0,0.89,0.82,0.72
officefloor.csv,0.49,0.0,0.0,0.86,0.24,0.06,0.85,0.0,0.0,0.13,0.81,0.03,0.69,0.13,0.83,0.87,0.04,0.86,0.52,0.64
ontopia.csv,0.58,0.02,0.92,0.03,0.23,0.06,1.0,0.03,0.06,0.17,0.76,0.07,0.75,0.2,0.26,0.87,0.11,0.85,0.68,0.59
poormans.csv,0.46,0.25,0.9,0.07,0.37,0.0,0.76,0.08,0.06,0.04,0.83,0.17,0.83,0.22,0.94,1.0,0.2,0.91,0.72,0.96
power-architect.csv,0.42,0.02,0.91,0.04,0.36,0.05,0.79,0.0,0.04,0.09,1.0,0.06,0.82,0.2,0.23,0.97,0.09,0.87,0.63,0.74
powerfolder.csv,0.0,0.0,0.0,0.18,0.67,0.0,1.0,0.0,0.83,0.0,1.0,0.0,0.8,0.3,0.83,0.0,0.0,0.67,1.0,0.0
stuproa-cims.csv,0.48,0.04,0.88,0.03,1.0,0.05,0.87,0.03,0.08,0.11,0.75,0.11,0.79,0.2,0.22,1.0,0.08,0.87,0.61,0.81
tart.csv,0.0,0.0,1.0,0.12,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.43,0.0,1.0,0.0,0.0,0.0,0.0
uface.csv,0.53,0.02,0.92,0.03,0.29,0.05,0.86,0.03,0.05,0.14,0.79,0.08,0.74,0.19,0.27,0.98,0.1,0.88,0.62,1.0
wxlua.csv,0.46,0.0,0.98,0.02,0.23,0.1,0.86,0.02,0.01,0.15,0.8,0.08,0.76,0.13,0.14,0.98,0.07,0.87,0.66,0.62
